id,name,street,adress,pow_teryt,gmina_town,phone,url
point-25814,Bank Spółdzielczy w Jastrzębiu Zdroju Punkt Kasowy w Zebrzydowicach,ul. Ks. A. Janusza 6,43-410 Zebrzydowice,2403,zebrzydowice,Tel: 32 478-95-37,bsjastrzebie.pl
