id,name,street,adress,pow_teryt,gmina_town,phone,url
point-26432,Bank Spółdzielczy w Poddębicach Filia w Konopnicy,ul. Parkowa 16,98-313 Konopnica,1017,osjakow,Tel: 43 842-44-45,bspoddebice.pl
point-26783,Bank Spółdzielczy w Warcie Oddział w Siemkowicach,ul. Szkolna 5,98-354 Siemkowice,1017,osjakow,Tel: 43 841-77-70,bs-warta.pl
