id,name,street,adress,pow_teryt,gmina_town,phone,url
point-25457,Bank Spółdzielczy w Andrespolu Oddział w Brójcach,Brójce 46c,95-006 Brójce,1016,bedkow,Tel: 42 214-03-69,bs-andrespol.pl
point-25539,Bank Spółdzielczy w Białej Rawskiej Filia w Ujeździe,Plac Wolności 12,97-225 Ujazd,1016,bedkow,Tel: 44 724-04-74,bsbr.pl
