id,name,street,adress,pow_teryt,gmina_town,phone,url
point-26351,Bank Spółdzielczy w Oleśnicy Oddział w Oleśnicy,ul. Lwowska 31/0.2B,56-400 Oleśnica,2612,olesnica,Tel: 71 397-76-10,bsolesnica.pl
point-24359,Bank Spółdzielczy w Oleśnicy,ul. Wrocławska 36,56-400 Oleśnica,2612,olesnica,Tel: 71 398-00-60,bsolesnica.pl
