id,name,street,adress,pow_teryt,gmina_town,phone,url
point-26741,Bank Spółdzielczy w Tarnowskich Górach Punkt Obsługi Klienta w Zbrosławicach,ul. Wolności 109A,42-674 Zbrosławice,2413,zbroslawice,Tel: 32 233-70-54,bstg.pl
