id,name,street,adress,pow_teryt,gmina_town,phone,url
point-27138,Bank Spółdzielczy w Legionowie Filia nr 1 w Legionowie,ul. Sikorskiego 11,05-119 Legionowo,1408,wieliszew,Tel: 22 784-28-54,bslegionowo.pl
point-27139,Bank Spółdzielczy w Legionowie Oddział w Nieporęcie,Plac Wolności 2A,05-126 Nieporęt,1408,wieliszew,Tel: 22 772-51-19,bslegionowo.pl
point-27137,Bank Spółdzielczy w Legionowie,ul. Rynek 4,05-120 Legionowo,1408,wieliszew,Tel: 22 774-15-94,bslegionowo.pl
