id,name,street,adress,pow_teryt,gmina_town,phone,url
point-25596,Bank Spółdzielczy Ziem Górskich KARPATIA Oddział II w Muszynie,ul. Piłsudskiego 8,33-370 Muszyna,1210,muszyna,Tel: 18 440-83-80,karpatiabs.pl
