id,name,street,adress,pow_teryt,gmina_town,phone,url
point-25536,Bank Spółdzielczy w Białej Rawskiej Filia Nr 2 w Tomaszowie Mazowieckim,ul. Św. Antoniego 16,97-200 Tomaszów Mazowiecki,1016,tomaszow mazowiecki,Tel: 44 723-30-58,bsbr.pl
point-25534,Bank Spółdzielczy w Białej Rawskiej Oddział w Tomaszowie Mazowieckim,ul. Warszawska 10/14,97-200 Tomaszów Mazowiecki,1016,tomaszow mazowiecki,Tel: 44 714-40-81,bsbr.pl
