id,name,street,adress,pow_teryt,gmina_town,phone,url
point-25482,Gospodarczy Bank Spółdzielczy w Barlinku Oddział w Krzeszycach,ul. Gorzowska 7/7,66-435 Krzeszyce,0807,sulecin,Tel: 95 22 23 330,gbsbank.pl
point-25484,Gospodarczy Bank Spółdzielczy w Barlinku Punkt Obsługi Klienta nr 1 w Słońsku,ul. 3 Lutego 60,66-436 Słońsk,0807,sulecin,Tel: 95 750-00-44,gbsbank.pl
