id,name,street,adress,pow_teryt,gmina_town,phone,url
point-26890,Bank Spółdzielczy w Zgierzu Filia w Głownie,ul. Młynarska 1,95-015 Głowno,1021,dmosin,Tel: 42 718-25-75,bszgierz.pl
