id,name,street,adress,pow_teryt,gmina_town,phone,url
point-25819,Bank Spółdzielczy w Jastrzębiu Zdroju Punkt Kasowy w Gaszowicach,ul. Rydułtowska 1,44-293 Gaszowice,2412,jejkowice,Tel: 32 478-95-22,bsjastrzebie.pl
