id,name,street,adress,pow_teryt,gmina_town,phone,url
point-26403,Bank Spółdzielczy w Pińczowie Oddział w Kijach,Kije 16,28-404 Kije,2608,kije,Tel: 41 356-80-02,bspinczow.pl
