id,name,street,adress,pow_teryt,gmina_town,phone,url
point-27163,Bank Spółdzielczy w Ostrowi Mazowieckiej Oddział w Zarębach Kościelnych,ul. Kowalska 9,07-323 Zaręby Kościelne,1416,zareby koscielne,Tel: 86 270-60-10,bsostrowmaz.pl
