id,name,street,adress,pow_teryt,gmina_town,phone,url
point-24990,Mazurski Bank Spółdzielczy w Giżycku,ul. Generała Józefa Zajączka 1,11-500 Giżycko,2806,gizycko,Tel: 87 429-62-00,mbsgizycko.pl
point-26977,Mazurski Bank Spółdzielczy w Giżycku Oddział w Giżycku,ul. Generała Józefa Zajączka 1,11-500 Giżycko,2806,gizycko,Tel: 87 429-62-30,mbsgizycko.pl
