id,name,street,adress,pow_teryt,gmina_town,phone,url
point-26092,Łużycki Bank Spółdzielczy w Lubaniu Oddział w Bogatyni,ul. Daszyńskiego 17,59-920 Bogatynia,0225,bogatynia,Tel: 75 722-75-50,banklbs.pl
point-26095,Łużycki Bank Spółdzielczy w Lubaniu Punkt Obsługi Klienta w Bogatyni,ul. Słowiańska 8,59-920 Bogatynia,0225,bogatynia,Tel: 75 722-75-59,banklbs.pl
