id,name,street,adress,pow_teryt,gmina_town,phone,url
point-27042,Bank Spółdzielczy w Lubartowie Oddział w Kamionce,ul. Lubartowska 5,21-132 Kamionka,0608,kamionka,Tel: 81 852-74-08,bslubartow.pl
