id,name,position,club,value,points
3,Grzegorz Sandomierski ,1,4,1.8,42
5,Adam Wilk ,1,2,0.8,0
10,Kamil Pestka ,2,2,1.8,66
14,Jakub Wojcicki ,2,18,1.7,20
20,Damian Dabrowski ,3,11,2.1,73
22,Radoslaw Kanach ,3,2,0.9,3
23,Karol Niemczycki ,1,2,1.6,42
39,Messias Leandro ,2,3,1.7,47
45,Szymon Drewniak ,3,3,1.6,39
53,Bartosz Spiaczka ,4,3,1.9,85
57,Damian Weglarz ,1,17,1.6,0
63,Pawel Olszewski ,2,5,1.5,9
64,Kamil Pajnowski ,2,3,1.2,12
69,Piotr Tomasik ,2,17,1.8,65
71,Fedor Cernych ,3,5,1.9,76
81,Przemyslaw Mystkowski ,3,5,1.6,33
86,Taras Romanczuk ,3,5,1.8,65
88,Dawid Szymonowicz ,2,15,1.7,48
96,Maciej Gostomski ,1,3,1.7,59
107,Bartosz Rymaniak ,2,3,1.7,41
111,Marcin Cebula ,3,13,1.8,27
128,Lukasz Sekulski ,4,17,2.1,90
130,Jasmin Buric ,1,18,1.8,0
133,Matus Putnocky ,1,14,1.7,11
140,Tomasz Kedziora ,2,6,2.5,8
145,Maciej Gajos ,3,7,1.9,80
154,Lukasz Tralka ,3,15,1.8,58
156,Dawid Kownacki ,4,6,2.6,28
159,Lukasz Budzilek ,1,1,1.5,8
163,Adam Chrzanowski ,2,17,1.7,8
166,Rafal Janicki ,2,4,1.8,65
167,Mario Maloca ,2,7,1.8,72
168,Pawel Stolarski ,2,11,1.7,46
171,Michal Chrapek ,3,10,1.9,84
172,Flavio Paixao ,4,7,2.2,99
179,Michal Mak ,3,3,1.7,34
184,Rafal Wolski ,3,17,1.9,91
201,Michal Pazdan ,2,5,1.7,52
202,Jakub Rzezniczak ,2,17,1.6,48
210,Michal Kopczynski ,3,15,1.6,40
211,Michal Kucharczyk ,3,11,2.4,81
224,Jakub Szmatula ,1,10,1.6,0
231,Tomasz Mokwa ,2,10,1.5,4
239,Marcin Flis ,2,9,1.6,53
244,Radoslaw Murawski ,3,6,1.8,42
245,Igor Sapala ,3,13,1.8,6
256,Jakub Czerwinski ,2,10,2.1,74
260,Hubert Matynia ,2,11,1.8,2
269,Kamil Drygas ,3,11,2.0,62
271,Dawid Kort ,3,9,1.6,21
272,Mateusz Matras ,2,9,1.8,67
279,Lukasz Zwolinski ,4,7,2.1,90
282,Gonçalo Silva ,2,12,1.7,19
289,Przemyslaw Bargiel ,3,14,0.8,0
299,Maciej Urbanczyk ,3,9,1.5,55
322,Robert Pich ,3,14,2.0,81
334,Artem Putiwcew ,2,1,1.6,20
339,Vlastimir Jovanovic ,3,1,1.3,1
340,Mateusz Kupczak ,3,15,1.8,57
344,Samuel Stefanik ,3,1,1.8,61
346,Vladislavs Gutkovskis ,4,13,2.0,83
351,Michal Buchalik ,1,7,1.6,0
351,Michal Buchalik ,1,16,1.6,0
361,Rafal Pietrzak ,2,7,1.8,42
362,Maciej Sadlok ,2,16,1.8,38
371,Krzysztof Maczynski ,3,14,1.9,57
374,Alan Uryga ,2,16,1.8,3
378,Zdeněk Ondrasek ,4,16,1.9,18
382,Dominik Hladun ,1,18,1.7,56
386,Daniel Dziwniel ,2,3,1.6,19
391,Damian Zbozien ,2,17,1.6,32
395,Jaroslaw Kubicki ,3,7,1.8,71
399,Filip Starzynski ,3,18,2.0,53
404,Pawel Zyra ,3,1,1.4,7
412,Pavels Steinbors ,1,5,1.7,23
429,Michal Nalepa ,3,5,1.8,24
431,Mateusz Szwoch ,3,17,2.0,91
450,Dominik Furman ,3,17,1.8,37
461,Piotr Wlazlo ,3,1,1.9,91
480,Bartosz Nowak ,3,4,2.1,110
491,Mateusz Wieteska ,2,8,2.0,70
503,Roman Gergel ,3,1,1.8,37
514,Lukasz Bejger ,2,14,1.6,30
531,Jakub Zubrowski ,3,18,1.7,27
535,Artur Jedrzejczyk ,2,8,1.9,19
553,Jakub Bartkowski ,2,11,2.1,94
558,Dusan Kuciak ,1,7,1.9,68
563,Marcin Wasielewski ,2,1,1.6,18
574,Bartosz Slisz ,3,8,1.8,57
580,Sebastian Kowalczyk ,3,11,2.3,112
583,Adrian Lyszczarz ,3,14,1.5,43
625,Filip Piszczek ,4,2,1.6,23
625,Filip Piszczek ,4,5,1.6,7
633,Mateusz Wdowiak ,3,13,2.1,104
