id,name,position,value,club,club_abr,club_prev,country,season,time,goals,assists,own_goal,penalty,penalty_won,penalty_given,penalty_lost,penalty_defended,yellow_card,red_card,points
82,Mateusz Abramowicz, Bramkarz,"1,50",Chrobry Glogow,,GKS Katowice,Polska,2019/20 - wiosna,0,0,0,0,0,0,0,0,0,0,0,0
82,Mateusz Abramowicz, Bramkarz,"1,50",Chrobry Glogow,,GKS Katowice,Polska,2019/20 - jesien,180,0,0,0,0,0,0,0,0,0,0,0
82,Mateusz Abramowicz, Bramkarz,"1,50",Chrobry Glogow,,GKS Katowice,Polska,2018/19 - wiosna,1170,0,0,0,0,0,0,0,1,0,0,43
82,Mateusz Abramowicz, Bramkarz,"1,50",Chrobry Glogow,,GKS Katowice,Polska,2018/19 - jesien,1800,0,0,0,0,0,0,0,0,0,0,75
82,Mateusz Abramowicz, Bramkarz,"1,50",Chrobry Glogow,,GKS Katowice,Polska,2017/18 - wiosna,675,0,0,0,0,0,0,0,0,0,0,42
1007,Rafal Adamski, Napastnik,"0,60",Miedz Legnica,,Lechia Dzierzoniow,Polska,2019/20 - wiosna,0,0,0,0,0,0,0,0,0,0,0,0
1007,Rafal Adamski, Napastnik,"0,60",Miedz Legnica,,Lechia Dzierzoniow,Polska,2019/20 - jesien,0,0,0,0,0,0,0,0,0,0,0,0
