player,link
Abramowicz Dawid,https://fantasy.ekstraklasa.org/player/1524
Adamczyk Hubert,https://fantasy.ekstraklasa.org/player/15
Alomerović Zlatan,https://fantasy.ekstraklasa.org/player/724
Alves Tiago,https://fantasy.ekstraklasa.org/player/1309
Andrzejewski Kacper,https://fantasy.ekstraklasa.org/player/1572
Arak Jakub,https://fantasy.ekstraklasa.org/player/1004
Astiz Iñaki,https://fantasy.ekstraklasa.org/player/753
Augustyn Błażej,https://fantasy.ekstraklasa.org/player/749
Awwad Mohammad,https://fantasy.ekstraklasa.org/player/1543
Badía Gerard,https://fantasy.ekstraklasa.org/player/236
Bainović Filip,https://fantasy.ekstraklasa.org/player/1191
Bajorek Bartosz,https://fantasy.ekstraklasa.org/player/1448
Baku Makana,https://fantasy.ekstraklasa.org/player/1586
Balcewicz Filip,https://fantasy.ekstraklasa.org/player/1482
Balić Saša,https://fantasy.ekstraklasa.org/player/745
Bargiel Przemysław,https://fantasy.ekstraklasa.org/player/289
Bartkowski Jakub,https://fantasy.ekstraklasa.org/player/553
Bartl Daniel,https://fantasy.ekstraklasa.org/player/1262
Bartolewski Mateusz,https://fantasy.ekstraklasa.org/player/1505
Basha Vullnet,https://fantasy.ekstraklasa.org/player/752
Baszkirow Jewgienij,https://fantasy.ekstraklasa.org/player/1375
Baszłaj Dmytro,https://fantasy.ekstraklasa.org/player/1412
Batelt Michał,https://fantasy.ekstraklasa.org/player/1413
Bała Tomasz,https://fantasy.ekstraklasa.org/player/1405
Bednarczyk Jakub,https://fantasy.ekstraklasa.org/player/1537
Bednarek Filip,https://fantasy.ekstraklasa.org/player/1389
Bejger Łukasz,https://fantasy.ekstraklasa.org/player/514
Benedyczak Adrian,https://fantasy.ekstraklasa.org/player/858
Bergier Sebastian,https://fantasy.ekstraklasa.org/player/774
Bećiraj Fatos,https://fantasy.ekstraklasa.org/player/1496
Bida Bartosz,https://fantasy.ekstraklasa.org/player/810
Biegański Jan,https://fantasy.ekstraklasa.org/player/1578
Bielica Daniel,https://fantasy.ekstraklasa.org/player/1517
Bielikow Kamil,https://fantasy.ekstraklasa.org/player/1538
Bieroński Jakub,https://fantasy.ekstraklasa.org/player/1419
Biliński Kamil,https://fantasy.ekstraklasa.org/player/325
Boguski Rafał,https://fantasy.ekstraklasa.org/player/365
Borkała Remigiusz,https://fantasy.ekstraklasa.org/player/1242
Bortniczuk Maciej,https://fantasy.ekstraklasa.org/player/1515
Boruc Artur,https://fantasy.ekstraklasa.org/player/1478
Boruń Bartosz,https://fantasy.ekstraklasa.org/player/1274
Borysiuk Ariel,https://fantasy.ekstraklasa.org/player/548
Broda Kamil,https://fantasy.ekstraklasa.org/player/1277
Brown Forbes Felicio,https://fantasy.ekstraklasa.org/player/1061
Buchalik Michał,https://fantasy.ekstraklasa.org/player/351
Buchanelli Holz Conrado,https://fantasy.ekstraklasa.org/player/1334
Buksa Aleksander,https://fantasy.ekstraklasa.org/player/1146
Burliga Łukasz,https://fantasy.ekstraklasa.org/player/58
Burman Bartłomiej,https://fantasy.ekstraklasa.org/player/1587
Bursztyn Jakub,https://fantasy.ekstraklasa.org/player/712
Butko Bohdan,https://fantasy.ekstraklasa.org/player/1370
Bödvarsson Bödvar,https://fantasy.ekstraklasa.org/player/833
Bąkowski Krzysztof,https://fantasy.ekstraklasa.org/player/1476
Błaszczykowski Jakub,https://fantasy.ekstraklasa.org/player/1142
Błyszko Wojciech,https://fantasy.ekstraklasa.org/player/1328
Cabrera Airam,https://fantasy.ekstraklasa.org/player/1082
Cebula Marcin,https://fantasy.ekstraklasa.org/player/111
Ceesay Joseph,https://fantasy.ekstraklasa.org/player/1579
Celeban Piotr,https://fantasy.ekstraklasa.org/player/307
Chmiel Sławomir,https://fantasy.ekstraklasa.org/player/1566
Chmielowiec Mateusz,https://fantasy.ekstraklasa.org/player/1443
Chodyna Kacper,https://fantasy.ekstraklasa.org/player/1360
Cholewiak Mateusz,https://fantasy.ekstraklasa.org/player/851
Chrapek Michał,https://fantasy.ekstraklasa.org/player/171
Chuca Victor,https://fantasy.ekstraklasa.org/player/1307
Chudý Martin,https://fantasy.ekstraklasa.org/player/1105
Cibicki Paweł,https://fantasy.ekstraklasa.org/player/1339
Cichoń Kacper,https://fantasy.ekstraklasa.org/player/1485
Cielemęcki Radosław,https://fantasy.ekstraklasa.org/player/1402
Ciepiela Bartłomiej,https://fantasy.ekstraklasa.org/player/1581
