id,name,position,value,club,club_abr,club_prev,country,season,time,goals,assists,own_goal,penalty,penalty_won,penalty_given,penalty_lost,penalty_defended,yellow_card,red_card,points
963,Mateusz Michalski, Pomocnik,"2,10",Widzew Lodz,,Radomiak Radom,Polska,2019/20 - wiosna,1129,2,1,0,0,0,0,0,0,2,0,47
963,Mateusz Michalski, Pomocnik,"2,10",Widzew Lodz,,Radomiak Radom,Polska,2019/20 - jesien,1236,4,2,0,0,0,0,0,0,2,0,91
59,Seweryn Michalski, Obronca,"1,70",GKS Belchatow,,Chojniczanka Chojnice,Polska,2019/20 - wiosna,317,0,0,0,0,0,0,0,0,2,0,4
59,Seweryn Michalski, Obronca,"1,70",GKS Belchatow,,Chojniczanka Chojnice,Polska,2019/20 - jesien,1260,2,0,0,0,0,1,0,0,3,0,30
59,Seweryn Michalski, Obronca,"1,70",GKS Belchatow,,Chojniczanka Chojnice,Polska,2018/19 - wiosna,135,1,0,0,0,0,0,0,0,0,0,11
59,Seweryn Michalski, Obronca,"1,70",GKS Belchatow,,Chojniczanka Chojnice,Polska,2018/19 - jesien,720,1,0,0,0,0,0,0,0,3,0,32
59,Seweryn Michalski, Obronca,"1,70",GKS Belchatow,,Chojniczanka Chojnice,Polska,2017/18 - wiosna,270,0,1,0,0,0,0,0,0,0,0,4
86,Tomasz Midzierski, Obronca,"1,70",Gornik Leczna,,GKS Katowice,Polska,2018/19 - wiosna,0,0,0,0,0,0,0,0,0,0,0,0
86,Tomasz Midzierski, Obronca,"1,70",Gornik Leczna,,GKS Katowice,Polska,2018/19 - jesien,270,0,0,0,0,0,0,0,0,1,0,9
86,Tomasz Midzierski, Obronca,"1,70",Gornik Leczna,,GKS Katowice,Polska,2017/18 - wiosna,209,1,0,0,0,0,0,0,0,0,0,12
975,Nemanja Mijuskovic, Obronca,"2,00",Miedz Legnica,,FC Harmannstadt,Czarnogora,2019/20 - wiosna,964,2,0,0,0,0,0,0,0,3,0,40
975,Nemanja Mijuskovic, Obronca,"2,00",Miedz Legnica,,FC Harmannstadt,Czarnogora,2019/20 - jesien,1530,0,1,0,0,0,0,0,0,8,0,54
486,Tomas Mikinic, Pomocnik,"1,80",Odra Opole,,MFK Lokomotiva Zvolen,Slowacja,2019/20 - wiosna,818,1,1,0,0,0,1,0,0,0,0,39
486,Tomas Mikinic, Pomocnik,"1,80",Odra Opole,,MFK Lokomotiva Zvolen,Slowacja,2019/20 - jesien,855,2,0,0,1,1,0,0,0,1,0,52
486,Tomas Mikinic, Pomocnik,"1,80",Odra Opole,,MFK Lokomotiva Zvolen,Slowacja,2018/19 - wiosna,1124,0,1,0,0,0,0,0,0,2,0,40
486,Tomas Mikinic, Pomocnik,"1,80",Odra Opole,,MFK Lokomotiva Zvolen,Slowacja,2018/19 - jesien,429,1,1,0,0,1,1,0,0,4,0,34
486,Tomas Mikinic, Pomocnik,"1,80",Odra Opole,,MFK Lokomotiva Zvolen,Slowacja,2017/18 - wiosna,955,2,2,0,0,0,0,0,0,2,0,50
969,Patryk Mikita, Napastnik,"2,20",Radomiak Radom,,Siarka Tarnobrzeg,Polska,2019/20 - wiosna,1079,6,1,0,2,0,0,0,0,2,0,57
