id,name,position,value,club,club_abr,club_prev,country,season,time,goals,assists,own_goal,penalty,penalty_won,penalty_given,penalty_lost,penalty_defended,yellow_card,red_card,points
969,Patryk Mikita, Napastnik,"2,20",Radomiak Radom,,Siarka Tarnobrzeg,Polska,2019/20 - jesien,1201,8,3,0,2,0,0,0,0,2,0,97
333,Michal Mikolajczyk, Obronca,"1,50",Puszcza Niepolomice,,Tur Turek,Polska,2019/20 - wiosna,730,0,2,0,0,0,0,0,0,1,0,24
333,Michal Mikolajczyk, Obronca,"1,50",Puszcza Niepolomice,,Tur Turek,Polska,2019/20 - jesien,1062,0,0,0,0,0,0,0,0,2,0,44
333,Michal Mikolajczyk, Obronca,"1,50",Puszcza Niepolomice,,Tur Turek,Polska,2018/19 - wiosna,936,0,0,0,0,1,0,0,0,2,0,41
333,Michal Mikolajczyk, Obronca,"1,50",Puszcza Niepolomice,,Tur Turek,Polska,2018/19 - jesien,967,0,1,1,0,0,0,0,0,4,0,44
333,Michal Mikolajczyk, Obronca,"1,50",Puszcza Niepolomice,,Tur Turek,Polska,2017/18 - wiosna,855,1,0,0,0,0,0,0,0,1,0,49
334,Rafal Mikulec, Obronca,"1,40",Apklan Resovia,,Puszcza Niepolomice,Polska,2019/20 - wiosna,0,0,0,0,0,0,0,0,0,0,0,0
334,Rafal Mikulec, Obronca,"1,40",Apklan Resovia,,Puszcza Niepolomice,Polska,2019/20 - jesien,0,0,0,0,0,0,0,0,0,0,0,0
334,Rafal Mikulec, Obronca,"1,40",Apklan Resovia,,Puszcza Niepolomice,Polska,2018/19 - wiosna,0,0,0,0,0,0,0,0,0,0,0,0
334,Rafal Mikulec, Obronca,"1,40",Apklan Resovia,,Puszcza Niepolomice,Polska,2018/19 - jesien,0,0,0,0,0,0,0,0,0,0,0,0
334,Rafal Mikulec, Obronca,"1,40",Apklan Resovia,,Puszcza Niepolomice,Polska,2017/18 - wiosna,240,1,0,0,0,0,0,0,0,1,0,24
820,Patrik Misak, Pomocnik,"2,10",Bruk-Bet Termalica Nieciecza,,Mezokovesd-Zsory SE,Slowacja,2019/20 - wiosna,751,1,3,0,0,0,0,0,0,2,0,46
820,Patrik Misak, Pomocnik,"2,10",Bruk-Bet Termalica Nieciecza,,Mezokovesd-Zsory SE,Slowacja,2019/20 - jesien,87,0,0,0,0,0,0,0,0,0,0,8
820,Patrik Misak, Pomocnik,"2,10",Bruk-Bet Termalica Nieciecza,,Mezokovesd-Zsory SE,Slowacja,2018/19 - wiosna,551,1,0,0,0,0,0,0,0,2,0,32
820,Patrik Misak, Pomocnik,"2,10",Bruk-Bet Termalica Nieciecza,,Mezokovesd-Zsory SE,Slowacja,2018/19 - jesien,167,1,0,0,0,0,0,0,0,2,0,13
494,Milosz Mleczko, Bramkarz,"1,60",Widzew Lodz,,Lech Poznan,Polska,2019/20 - wiosna,0,0,0,0,0,0,0,0,0,0,0,0
494,Milosz Mleczko, Bramkarz,"1,60",Widzew Lodz,,Lech Poznan,Polska,2019/20 - jesien,0,0,0,0,0,0,0,0,0,0,0,0
494,Milosz Mleczko, Bramkarz,"1,60",Widzew Lodz,,Lech Poznan,Polska,2018/19 - wiosna,990,0,0,0,0,0,1,0,1,1,0,40
494,Milosz Mleczko, Bramkarz,"1,60",Widzew Lodz,,Lech Poznan,Polska,2018/19 - jesien,1890,0,0,0,0,0,0,0,2,1,0,77
494,Milosz Mleczko, Bramkarz,"1,60",Widzew Lodz,,Lech Poznan,Polska,2017/18 - wiosna,67,0,0,0,0,0,0,0,0,0,0,2
864,Lukasz Moneta, Pomocnik,"2,20",GKS Tychy,,Bytovia Bytow,Polska,2019/20 - wiosna,816,1,5,0,0,0,0,0,0,0,0,48
864,Lukasz Moneta, Pomocnik,"2,20",GKS Tychy,,Bytovia Bytow,Polska,2019/20 - jesien,356,2,1,0,0,0,0,0,0,0,0,45
864,Lukasz Moneta, Pomocnik,"2,20",GKS Tychy,,Bytovia Bytow,Polska,2018/19 - wiosna,1123,1,0,0,0,0,0,0,0,1,0,41
462,Jakub Mosakowski, Obronca,"1,50",Stomil Olsztyn,,-,Polska,2019/20 - wiosna,660,0,1,0,0,0,0,0,0,4,0,21
462,Jakub Mosakowski, Obronca,"1,50",Stomil Olsztyn,,-,Polska,2019/20 - jesien,892,0,0,0,0,0,0,0,0,2,0,35
462,Jakub Mosakowski, Obronca,"1,50",Stomil Olsztyn,,-,Polska,2018/19 - wiosna,807,0,1,0,0,0,0,0,0,4,0,33
462,Jakub Mosakowski, Obronca,"1,50",Stomil Olsztyn,,-,Polska,2018/19 - jesien,90,0,0,0,0,0,0,0,0,0,0,2
462,Jakub Mosakowski, Obronca,"1,50",Stomil Olsztyn,,-,Polska,2017/18 - wiosna,134,0,0,0,0,0,0,0,0,0,0,3
628,Marek Mroz, Pomocnik,"1,40",GKS Jastrzebie ,,Bruk-Bet Termalica Nieciecza,Polska,2019/20 - wiosna,853,2,1,0,1,0,0,0,0,0,0,36
628,Marek Mroz, Pomocnik,"1,40",GKS Jastrzebie ,,Bruk-Bet Termalica Nieciecza,Polska,2019/20 - jesien,1101,1,0,0,0,0,0,0,0,2,0,56
628,Marek Mroz, Pomocnik,"1,40",GKS Jastrzebie ,,Bruk-Bet Termalica Nieciecza,Polska,2018/19 - wiosna,702,0,0,0,0,0,0,0,0,0,0,32
628,Marek Mroz, Pomocnik,"1,40",GKS Jastrzebie ,,Bruk-Bet Termalica Nieciecza,Polska,2018/19 - jesien,32,0,0,0,0,0,0,0,0,0,0,2
447,Patryk Mularczyk, Pomocnik,"1,70",Zaglebie Sosnowiec,,Skra Czestochowa,Polska,2019/20 - wiosna,492,1,1,0,0,0,0,0,0,2,1,23
447,Patryk Mularczyk, Pomocnik,"1,70",Zaglebie Sosnowiec,,Skra Czestochowa,Polska,2019/20 - jesien,906,2,1,0,0,1,0,0,0,1,0,59
447,Patryk Mularczyk, Pomocnik,"1,70",Zaglebie Sosnowiec,,Skra Czestochowa,Polska,2017/18 - wiosna,147,0,0,0,0,0,0,0,0,0,0,9
976,Bozo Musa, Obronca,"1,70",Miedz Legnica,,NK Slaven,Chorwacja,2019/20 - wiosna,1069,0,0,0,0,0,0,0,0,1,0,31
976,Bozo Musa, Obronca,"1,70",Miedz Legnica,,NK Slaven,Chorwacja,2019/20 - jesien,990,1,0,0,0,0,1,0,0,3,0,37
1205,Michal Mydlarz, Pomocnik,"1,20",GKS Jastrzebie ,,Legia II Warszawa,,2019/20 - wiosna,47,0,0,0,0,0,0,0,0,0,0,2
788,Arkadiusz Najemski, Obronca,"1,60",GKS Belchatow,,Wigry Suwalki,Polska,2019/20 - wiosna,359,0,0,0,0,0,0,0,0,2,0,3
788,Arkadiusz Najemski, Obronca,"1,60",GKS Belchatow,,Wigry Suwalki,Polska,2019/20 - jesien,1305,2,0,0,0,0,1,0,0,3,0,53
788,Arkadiusz Najemski, Obronca,"1,60",GKS Belchatow,,Wigry Suwalki,Polska,2018/19 - wiosna,900,2,0,0,0,0,1,0,0,0,0,36
788,Arkadiusz Najemski, Obronca,"1,60",GKS Belchatow,,Wigry Suwalki,Polska,2018/19 - jesien,1281,0,0,0,0,0,0,0,0,6,0,33
435,Tomasz Nawotka, Obronca,"1,90",LKS Lodz,,Zaglebie Sosnowiec,Polska,2019/20 - wiosna,626,0,2,0,0,1,0,0,0,0,0,24
435,Tomasz Nawotka, Obronca,"1,90",LKS Lodz,,Zaglebie Sosnowiec,Polska,2019/20 - jesien,1711,1,0,0,0,0,0,0,0,3,0,58
435,Tomasz Nawotka, Obronca,"1,90",LKS Lodz,,Zaglebie Sosnowiec,Polska,2017/18 - wiosna,860,0,1,0,0,0,0,0,0,2,0,60
212,Rafal Niziolek, Pomocnik,"1,80",Odra Opole,,MKS Kluczbork,Polska,2019/20 - wiosna,745,0,0,0,0,0,1,0,0,0,0,24
212,Rafal Niziolek, Pomocnik,"1,80",Odra Opole,,MKS Kluczbork,Polska,2019/20 - jesien,0,0,0,0,0,0,0,0,0,0,0,0
212,Rafal Niziolek, Pomocnik,"1,80",Odra Opole,,MKS Kluczbork,Polska,2018/19 - wiosna,971,1,1,0,0,0,1,0,0,2,0,40
212,Rafal Niziolek, Pomocnik,"1,80",Odra Opole,,MKS Kluczbork,Polska,2018/19 - jesien,1602,3,1,0,1,0,1,0,0,4,0,69
212,Rafal Niziolek, Pomocnik,"1,80",Odra Opole,,MKS Kluczbork,Polska,2017/18 - wiosna,1043,1,1,0,0,0,0,0,0,5,0,40
1034,Daniel Niznik, Bramkarz,"1,50",GKS Belchatow,,Finishparkiet Drweca,Polska,2019/20 - wiosna,567,0,1,0,0,0,0,0,0,1,0,16
1034,Daniel Niznik, Bramkarz,"1,50",GKS Belchatow,,Finishparkiet Drweca,Polska,2019/20 - jesien,270,0,0,0,0,0,1,0,0,1,0,6
1081,Lukasz Norkowski, Pomocnik,"1,50",GKS Tychy,,GKS 1962 Jastrzebie Zdroj,Polska,2019/20 - wiosna,587,0,0,0,0,0,0,0,0,1,0,16
1081,Lukasz Norkowski, Pomocnik,"1,50",GKS Tychy,,GKS 1962 Jastrzebie Zdroj,Polska,2019/20 - jesien,1394,0,1,0,0,1,0,0,0,3,0,64
970,Damian Nowak, Napastnik,"2,00",GKS Tychy,,Radomiak Radom,Polska,2019/20 - wiosna,541,3,2,0,0,0,0,0,0,2,0,33
970,Damian Nowak, Napastnik,"2,00",GKS Tychy,,Radomiak Radom,Polska,2019/20 - jesien,655,3,0,0,0,0,0,0,0,3,0,48
887,Konrad Nowak, Pomocnik,"1,70",Odra Opole,,Puszcza Niepolomice,Polska,2019/20 - wiosna,49,0,0,0,0,0,0,0,0,1,0,1
887,Konrad Nowak, Pomocnik,"1,70",Odra Opole,,Puszcza Niepolomice,Polska,2019/20 - jesien,626,0,1,0,0,0,0,0,0,0,0,35
887,Konrad Nowak, Pomocnik,"1,70",Odra Opole,,Puszcza Niepolomice,Polska,2018/19 - wiosna,784,1,1,0,0,0,0,0,0,2,0,34
964,Jakub Nowakowski, Pomocnik,"0,50",Radomiak Radom,,wychowanek,Polska,2019/20 - wiosna,129,0,0,0,0,0,0,0,0,0,0,5
964,Jakub Nowakowski, Pomocnik,"0,50",Radomiak Radom,,wychowanek,Polska,2019/20 - jesien,1,0,0,0,0,0,0,0,0,0,0,3
826,Adrian Odyjewski, Bramkarz,"1,00",GKS Tychy,,Szombierki Bytom,Polska,2019/20 - wiosna,94,0,0,0,0,0,0,0,0,0,0,6
826,Adrian Odyjewski, Bramkarz,"1,00",GKS Tychy,,Szombierki Bytom,Polska,2019/20 - jesien,0,0,0,0,0,0,0,0,0,0,0,0
826,Adrian Odyjewski, Bramkarz,"1,00",GKS Tychy,,Szombierki Bytom,Polska,2018/19 - wiosna,0,0,0,0,0,0,0,0,0,0,0,0
826,Adrian Odyjewski, Bramkarz,"1,00",GKS Tychy,,Szombierki Bytom,Polska,2018/19 - jesien,0,0,0,0,0,0,0,0,0,0,0,0
922,Kamil Ogorzaly, Pomocnik,"1,20",Sandecja Nowy Sacz,,wychowanek,Polska,2019/20 - wiosna,596,0,0,0,0,0,0,0,0,2,0,20
922,Kamil Ogorzaly, Pomocnik,"1,20",Sandecja Nowy Sacz,,wychowanek,Polska,2019/20 - jesien,438,2,0,0,0,0,0,0,0,1,0,33
922,Kamil Ogorzaly, Pomocnik,"1,20",Sandecja Nowy Sacz,,wychowanek,Polska,2018/19 - wiosna,759,0,1,0,0,0,0,0,0,1,0,37
1004,Henryk Ojamaa, Pomocnik,"1,90",Widzew Lodz,,Miedz Legnica,Estonia,2019/20 - wiosna,0,0,0,0,0,0,0,0,0,0,0,0
1004,Henryk Ojamaa, Pomocnik,"1,90",Widzew Lodz,,Miedz Legnica,Estonia,2019/20 - jesien,1498,3,2,0,1,0,0,1,0,3,0,79
171,Pawel Oleksy, Obronca,"2,00",Chrobry Glogow,,Bruk-Bet Termalica Nieciecza,Polska,2019/20 - wiosna,56,0,0,0,0,0,0,0,0,0,0,2
171,Pawel Oleksy, Obronca,"2,00",Chrobry Glogow,,Bruk-Bet Termalica Nieciecza,Polska,2019/20 - jesien,360,0,0,0,0,0,0,0,0,2,0,12
171,Pawel Oleksy, Obronca,"2,00",Chrobry Glogow,,Bruk-Bet Termalica Nieciecza,Polska,2018/19 - wiosna,450,2,1,0,0,0,0,0,0,3,0,23
171,Pawel Oleksy, Obronca,"2,00",Chrobry Glogow,,Bruk-Bet Termalica Nieciecza,Polska,2018/19 - jesien,1238,1,0,0,0,0,0,0,0,2,0,58
171,Pawel Oleksy, Obronca,"2,00",Chrobry Glogow,,Bruk-Bet Termalica Nieciecza,Polska,2017/18 - wiosna,1260,0,0,0,0,0,0,0,0,3,0,60
1085,Michal Orzechowski, Obronca,"0,80",Bruk-Bet Termalica Nieciecza,,Lechia Dzierzoniow,Polska,2019/20 - wiosna,103,0,0,0,0,0,0,0,0,0,0,7
1085,Michal Orzechowski, Obronca,"0,80",Bruk-Bet Termalica Nieciecza,,Lechia Dzierzoniow,Polska,2019/20 - jesien,82,1,0,0,0,0,0,0,0,0,0,12
1005,Jan Ostrowski, Pomocnik,"0,80",Miedz Legnica,,Grasshopper-Club Zurych II,Luksemburg,2019/20 - wiosna,0,0,0,0,0,0,0,0,0,0,0,0
1005,Jan Ostrowski, Pomocnik,"0,80",Miedz Legnica,,Grasshopper-Club Zurych II,Luksemburg,2019/20 - jesien,135,0,0,0,0,0,0,0,0,1,0,7
1183,Leonid Otczenaszenko, Bramkarz,"1,00",GKS Jastrzebie ,,Stal Rzeszow,Polska,2019/20 - wiosna,0,0,0,0,0,0,0,0,0,0,0,0
1221,Kamil Palacz, Pomocnik,"0,50",Sandecja Nowy Sacz,,wychowanek,Polska,2019/20 - wiosna,3,0,0,0,0,0,0,0,0,0,0,2
21,Oskar Paprzycki, Pomocnik,"1,50",GKS Tychy,,Chojniczanka Chojnice,Polska,2019/20 - wiosna,868,1,2,0,0,0,0,0,0,4,0,33
21,Oskar Paprzycki, Pomocnik,"1,50",GKS Tychy,,Chojniczanka Chojnice,Polska,2019/20 - jesien,1321,1,1,0,0,0,1,0,0,2,0,44
21,Oskar Paprzycki, Pomocnik,"1,50",GKS Tychy,,Chojniczanka Chojnice,Polska,2018/19 - wiosna,746,1,1,0,0,0,1,0,0,2,0,30
21,Oskar Paprzycki, Pomocnik,"1,50",GKS Tychy,,Chojniczanka Chojnice,Polska,2018/19 - jesien,1083,0,0,0,0,0,0,0,0,6,0,32
21,Oskar Paprzycki, Pomocnik,"1,50",GKS Tychy,,Chojniczanka Chojnice,Polska,2017/18 - wiosna,640,0,1,0,0,0,0,0,0,1,0,31
1137,Damian Pawelski, Bramkarz,"0,50",Bruk-Bet Termalica Nieciecza,,wychowanek,Polska,2019/20 - wiosna,0,0,0,0,0,0,0,0,0,0,0,0
1137,Damian Pawelski, Bramkarz,"0,50",Bruk-Bet Termalica Nieciecza,,wychowanek,Polska,2019/20 - jesien,90,0,0,0,0,0,0,0,0,0,0,2
693,Mariusz Pawelek, Bramkarz,"1,70",GKS Jastrzebie ,,GKS Katowice,Polska,2019/20 - wiosna,943,0,0,0,0,0,0,0,1,0,0,33
693,Mariusz Pawelek, Bramkarz,"1,70",GKS Jastrzebie ,,GKS Katowice,Polska,2019/20 - jesien,750,0,0,0,0,0,0,0,0,0,0,33
693,Mariusz Pawelek, Bramkarz,"1,70",GKS Jastrzebie ,,GKS Katowice,Polska,2018/19 - wiosna,620,0,0,0,0,0,0,0,0,0,0,25
693,Mariusz Pawelek, Bramkarz,"1,70",GKS Jastrzebie ,,GKS Katowice,Polska,2018/19 - jesien,1260,0,0,0,0,0,0,0,0,0,0,34
74,Michal Pawlik, Pomocnik,"1,40",GKS Belchatow,,Chrobry Glogow,Polska,2019/20 - wiosna,0,0,0,0,0,0,0,0,0,0,0,0
74,Michal Pawlik, Pomocnik,"1,40",GKS Belchatow,,Chrobry Glogow,Polska,2019/20 - jesien,600,1,0,0,0,0,0,0,0,3,0,30
74,Michal Pawlik, Pomocnik,"1,40",GKS Belchatow,,Chrobry Glogow,Polska,2018/19 - wiosna,301,0,0,0,0,0,0,0,0,2,0,14
74,Michal Pawlik, Pomocnik,"1,40",GKS Belchatow,,Chrobry Glogow,Polska,2018/19 - jesien,1267,0,0,0,0,0,0,0,0,6,0,42
74,Michal Pawlik, Pomocnik,"1,40",GKS Belchatow,,Chrobry Glogow,Polska,2017/18 - wiosna,0,0,0,0,0,0,0,0,0,0,0,0
541,Szymon Pawlowski, Pomocnik,"2,20",Zaglebie Sosnowiec,,Bruk-Bet Termalica Nieciecza,Polska,2019/20 - wiosna,1041,2,3,0,1,0,0,1,0,0,0,48
541,Szymon Pawlowski, Pomocnik,"2,20",Zaglebie Sosnowiec,,Bruk-Bet Termalica Nieciecza,Polska,2019/20 - jesien,1784,4,5,0,1,0,0,0,0,1,0,97
541,Szymon Pawlowski, Pomocnik,"2,20",Zaglebie Sosnowiec,,Bruk-Bet Termalica Nieciecza,Polska,2018/19 - wiosna,0,0,0,0,0,0,0,0,0,0,0,0
541,Szymon Pawlowski, Pomocnik,"2,20",Zaglebie Sosnowiec,,Bruk-Bet Termalica Nieciecza,Polska,2018/19 - jesien,0,0,0,0,0,0,0,0,0,0,0,0
430,Matko Perdijic, Bramkarz,"1,70",Zaglebie Sosnowiec,,Polonia Bytom,Chorwacja,2019/20 - wiosna,0,0,0,0,0,0,0,0,0,0,0,0
430,Matko Perdijic, Bramkarz,"1,70",Zaglebie Sosnowiec,,Polonia Bytom,Chorwacja,2019/20 - jesien,1269,0,0,0,0,0,0,0,2,0,0,49
430,Matko Perdijic, Bramkarz,"1,70",Zaglebie Sosnowiec,,Polonia Bytom,Chorwacja,2017/18 - wiosna,90,0,0,0,0,0,0,0,0,0,0,7
1135,Arkadiusz Piech, Napastnik,"2,20",Odra Opole,,Slask Wroclaw,Polska,2019/20 - wiosna,1080,6,1,0,0,1,0,1,0,2,0,56
1135,Arkadiusz Piech, Napastnik,"2,20",Odra Opole,,Slask Wroclaw,Polska,2019/20 - jesien,340,1,0,0,0,0,0,0,0,1,0,21
1143,Daniel Pietraszkiewicz, Pomocnik,"0,50",Bruk-Bet Termalica Nieciecza,,Legionovia,Polska,2019/20 - wiosna,43,0,0,0,0,0,0,0,0,0,0,2
1167,Marcin Pietrowski, Obronca,"1,90",Miedz Legnica,,Piast Gliwice,Polska,2019/20 - wiosna,620,0,1,0,0,0,0,0,0,2,0,16
60,Kacper Pietrzczyk, Obronca,"0,50",Chrobry Glogow,,Korona Wschowa,Polska,2019/20 - wiosna,0,0,0,0,0,0,0,0,0,0,0,0
60,Kacper Pietrzczyk, Obronca,"0,50",Chrobry Glogow,,Korona Wschowa,Polska,2019/20 - jesien,0,0,0,0,0,0,0,0,0,0,0,0
60,Kacper Pietrzczyk, Obronca,"0,50",Chrobry Glogow,,Korona Wschowa,Polska,2018/19 - wiosna,0,0,0,0,0,0,0,0,0,0,0,0
60,Kacper Pietrzczyk, Obronca,"0,50",Chrobry Glogow,,Korona Wschowa,Polska,2018/19 - jesien,0,0,0,0,0,0,0,0,0,0,0,0
60,Kacper Pietrzczyk, Obronca,"0,50",Chrobry Glogow,,Korona Wschowa,Polska,2017/18 - wiosna,90,0,0,0,0,0,0,0,0,1,0,1
621,Dawid Pietrzkiewicz, Bramkarz,"1,40",Sandecja Nowy Sacz,,Qəbələ FK,Polska,2019/20 - wiosna,0,0,0,0,0,0,0,0,0,0,0,0
621,Dawid Pietrzkiewicz, Bramkarz,"1,40",Sandecja Nowy Sacz,,Qəbələ FK,Polska,2019/20 - jesien,0,0,0,0,0,0,0,0,0,0,0,0
621,Dawid Pietrzkiewicz, Bramkarz,"1,40",Sandecja Nowy Sacz,,Qəbələ FK,Polska,2018/19 - wiosna,0,0,0,0,0,0,0,0,0,0,0,0
621,Dawid Pietrzkiewicz, Bramkarz,"1,40",Sandecja Nowy Sacz,,Qəbələ FK,Polska,2018/19 - jesien,0,0,0,0,0,0,0,0,0,0,0,0
526,Damian Piotrowski, Pomocnik,"1,50",Chrobry Glogow,,Chojniczanka Chojnice,Polska,2019/20 - wiosna,294,1,1,0,0,0,0,0,0,0,0,28
526,Damian Piotrowski, Pomocnik,"1,50",Chrobry Glogow,,Chojniczanka Chojnice,Polska,2019/20 - jesien,138,0,1,0,0,0,0,0,0,1,0,16
526,Damian Piotrowski, Pomocnik,"1,50",Chrobry Glogow,,Chojniczanka Chojnice,Polska,2018/19 - wiosna,353,2,1,0,0,0,0,0,0,1,0,30
526,Damian Piotrowski, Pomocnik,"1,50",Chrobry Glogow,,Chojniczanka Chojnice,Polska,2018/19 - jesien,1065,3,2,0,0,0,0,0,0,1,0,68
526,Damian Piotrowski, Pomocnik,"1,50",Chrobry Glogow,,Chojniczanka Chojnice,Polska,2017/18 - wiosna,368,2,0,0,0,0,0,0,0,2,0,24
595,Michal Piter-Bucko, Obronca,"2,50",Sandecja Nowy Sacz,,Olimpia Grudziadz,Slowacja,2019/20 - wiosna,1324,5,1,0,3,0,0,0,0,2,0,73
595,Michal Piter-Bucko, Obronca,"2,50",Sandecja Nowy Sacz,,Olimpia Grudziadz,Slowacja,2019/20 - jesien,1652,5,1,0,1,0,1,0,0,5,0,75
595,Michal Piter-Bucko, Obronca,"2,50",Sandecja Nowy Sacz,,Olimpia Grudziadz,Slowacja,2018/19 - wiosna,1170,4,0,0,3,0,1,0,0,2,0,63
595,Michal Piter-Bucko, Obronca,"2,50",Sandecja Nowy Sacz,,Olimpia Grudziadz,Slowacja,2018/19 - jesien,1800,0,0,0,0,0,0,0,0,4,0,92
124,Jakub Piatek, Pomocnik,"1,40",GKS Tychy,,Rakow Czestochowa,Polska,2019/20 - wiosna,162,0,0,0,0,0,0,0,0,0,0,9
124,Jakub Piatek, Pomocnik,"1,40",GKS Tychy,,Rakow Czestochowa,Polska,2019/20 - jesien,470,0,1,0,0,0,0,0,0,0,0,33
124,Jakub Piatek, Pomocnik,"1,40",GKS Tychy,,Rakow Czestochowa,Polska,2018/19 - wiosna,840,0,0,0,0,1,0,0,0,4,0,34
124,Jakub Piatek, Pomocnik,"1,40",GKS Tychy,,Rakow Czestochowa,Polska,2018/19 - jesien,1507,1,1,0,0,0,1,0,0,3,0,59
124,Jakub Piatek, Pomocnik,"1,40",GKS Tychy,,Rakow Czestochowa,Polska,2017/18 - wiosna,90,0,0,0,0,0,0,0,0,0,0,5
125,Kacper Piatek, Pomocnik,"1,50",GKS Tychy,,APN GKS Tychy,Polska,2019/20 - wiosna,280,1,0,0,0,0,0,0,0,1,0,15
125,Kacper Piatek, Pomocnik,"1,50",GKS Tychy,,APN GKS Tychy,Polska,2019/20 - jesien,772,2,0,0,0,0,0,0,0,0,0,43
125,Kacper Piatek, Pomocnik,"1,50",GKS Tychy,,APN GKS Tychy,Polska,2018/19 - wiosna,341,0,0,0,0,0,0,0,0,0,0,21
125,Kacper Piatek, Pomocnik,"1,50",GKS Tychy,,APN GKS Tychy,Polska,2018/19 - jesien,277,2,0,0,0,0,0,0,0,0,0,26
125,Kacper Piatek, Pomocnik,"1,50",GKS Tychy,,APN GKS Tychy,Polska,2017/18 - wiosna,61,0,0,0,0,0,0,0,0,0,0,13
1060,Dominik Pila, Pomocnik,"0,50",Chrobry Glogow,,Polonia-Stal Swidnica,Polska,2019/20 - wiosna,51,0,0,0,0,0,0,0,0,0,0,4
1060,Dominik Pila, Pomocnik,"0,50",Chrobry Glogow,,Polonia-Stal Swidnica,Polska,2019/20 - jesien,230,1,0,0,0,0,0,0,0,0,0,14
44,Bartlomiej Poczobut, Pomocnik,"1,50",Widzew Lodz,,GKS Katowice,Polska,2018/19 - wiosna,975,0,3,0,0,0,0,0,0,3,0,45
44,Bartlomiej Poczobut, Pomocnik,"1,50",Widzew Lodz,,GKS Katowice,Polska,2018/19 - jesien,1522,0,1,1,0,0,0,0,0,12,0,38
44,Bartlomiej Poczobut, Pomocnik,"1,50",Widzew Lodz,,GKS Katowice,Polska,2017/18 - wiosna,1252,0,2,0,0,0,1,0,0,3,0,51
12,Jacek Podgorski, Obronca,"1,40",Korona Kielce,,Chojniczanka Chojnice,Polska,2019/20 - wiosna,269,0,0,0,0,0,0,0,0,0,0,7
12,Jacek Podgorski, Obronca,"1,40",Korona Kielce,,Chojniczanka Chojnice,Polska,2019/20 - jesien,409,0,0,1,0,0,0,0,0,2,1,10
12,Jacek Podgorski, Obronca,"1,40",Korona Kielce,,Chojniczanka Chojnice,Polska,2018/19 - wiosna,435,0,2,0,0,0,0,0,0,1,0,17
12,Jacek Podgorski, Obronca,"1,40",Korona Kielce,,Chojniczanka Chojnice,Polska,2018/19 - jesien,574,1,1,0,0,0,0,0,0,2,0,28
12,Jacek Podgorski, Obronca,"1,40",Korona Kielce,,Chojniczanka Chojnice,Polska,2017/18 - wiosna,346,0,0,0,0,0,0,0,0,1,0,16
978,Michal Pojasek, Obronca,"1,20",Miedz Legnica,,Gryf Swidnica,Polska,2019/20 - wiosna,0,0,0,0,0,0,0,0,0,0,0,0
978,Michal Pojasek, Obronca,"1,20",Miedz Legnica,,Gryf Swidnica,Polska,2019/20 - jesien,0,0,0,0,0,0,0,0,0,0,0,0
1016,Piotr Polczak, Obronca,"1,80",Zaglebie Sosnowiec,,Astra Giurgiu,Polska,2019/20 - wiosna,984,0,0,0,0,0,0,0,0,1,1,15
1016,Piotr Polczak, Obronca,"1,80",Zaglebie Sosnowiec,,Astra Giurgiu,Polska,2019/20 - jesien,1440,0,0,0,0,0,1,0,0,3,0,37
877,Dominik Polap, Pomocnik,"1,50",GKS Tychy,,wychowanek,Polska,2019/20 - wiosna,1180,0,2,0,0,0,1,0,0,2,0,34
877,Dominik Polap, Pomocnik,"1,50",GKS Tychy,,wychowanek,Polska,2019/20 - jesien,895,2,0,0,0,1,0,0,0,4,0,50
877,Dominik Polap, Pomocnik,"1,50",GKS Tychy,,wychowanek,Polska,2018/19 - wiosna,0,0,0,0,0,0,0,0,0,0,0,0
150,Milosz Przybecki, Pomocnik,"1,50",Apklan Resovia,,Chojniczanka Chojnice,Polska,2019/20 - wiosna,0,0,0,0,0,0,0,0,0,0,0,0
150,Milosz Przybecki, Pomocnik,"1,50",Apklan Resovia,,Chojniczanka Chojnice,Polska,2019/20 - jesien,0,0,0,0,0,0,0,0,0,0,0,0
150,Milosz Przybecki, Pomocnik,"1,50",Apklan Resovia,,Chojniczanka Chojnice,Polska,2018/19 - wiosna,833,0,2,0,0,0,0,0,0,0,0,36
150,Milosz Przybecki, Pomocnik,"1,50",Apklan Resovia,,Chojniczanka Chojnice,Polska,2018/19 - jesien,533,1,2,0,0,0,0,0,0,0,0,37
150,Milosz Przybecki, Pomocnik,"1,50",Apklan Resovia,,Chojniczanka Chojnice,Polska,2017/18 - wiosna,446,1,1,0,0,0,0,0,0,0,0,27
1106,Oliver Praznovsky, Obronca,"1,80",Chrobry Glogow,,FC ViOn Zlate Moravce,Slowacja,2019/20 - wiosna,1224,1,0,0,0,0,1,0,0,4,0,50
1106,Oliver Praznovsky, Obronca,"1,80",Chrobry Glogow,,FC ViOn Zlate Moravce,Slowacja,2019/20 - jesien,1350,2,0,1,1,0,0,0,0,4,0,51
241,Adrian Purzycki, Pomocnik,"1,60",Miedz Legnica,,Fortuna Sittard,Polska,2019/20 - wiosna,905,0,1,0,0,0,0,0,0,5,0,26
241,Adrian Purzycki, Pomocnik,"1,60",Miedz Legnica,,Fortuna Sittard,Polska,2019/20 - jesien,1421,1,0,0,0,0,0,0,0,7,0,56
241,Adrian Purzycki, Pomocnik,"1,60",Miedz Legnica,,Fortuna Sittard,Polska,2017/18 - wiosna,916,0,0,0,0,0,1,0,0,3,0,41
