gmi_name;pow_name;pow_teryt
Gmina Szudzialowo;Powiat sokolski;2011
Gmina Krynki;Powiat sokolski;2011
Gmina Kuznica;Powiat sokolski;2011
Sidra;Powiat sokolski;2011
Gmina Janow;Powiat sokolski;2011
Korycin;Powiat sokolski;2011
Suchowola;Powiat sokolski;2011
Gmina Dabrowa Bialostocka;Powiat sokolski;2011
Nowy Dwor;Powiat sokolski;2011
Szypliszki;Powiat suwalski;2012
Suwalki;Powiat suwalski;2012
Bakalarzewo;Powiat suwalski;2012
Gmina Jeleniewo;Powiat suwalski;2012
Gmina Rutka-Tartak;Powiat suwalski;2012
Wizajny;Powiat suwalski;2012
Gmina Raczki;Powiat suwalski;2012
Filipow;Powiat suwalski;2012
Przerosl;Powiat suwalski;2012
Wysokie Mazowieckie;Powiat wysokomazowiecki;2013
Gmina Kobylin-Borzymy;Powiat wysokomazowiecki;2013
Gmina Kulesze Koscielne;Powiat wysokomazowiecki;2013
Gmina Szepietowo;Powiat wysokomazowiecki;2013
Gmina Nowe Piekuty;Powiat wysokomazowiecki;2013
Klukowo;Powiat wysokomazowiecki;2013
Sokoly;Powiat wysokomazowiecki;2013
Czyzew;Powiat wysokomazowiecki;2013
Ciechanowiec;Powiat wysokomazowiecki;2013
Zambrow;Powiat zambrowski;2014
Gmina Kolaki Koscielne;Powiat zambrowski;2014
Szumowo;Powiat zambrowski;2014
Gmina Rutki;Powiat zambrowski;2014
Bialystok;Bialystok;2061
lomza;lomza;2062
Suwalki;Suwalki;2063
Gmina Czarna Dabrowka;Powiat bytowski;2201
Bytow;Powiat bytowski;2201
Borzytuchom;Powiat bytowski;2201
Gmina Parchowo;Powiat bytowski;2201
Studzienice;Powiat bytowski;2201
Lipnica;Powiat bytowski;2201
Tuchomie;Powiat bytowski;2201
Gmina Kolczyglowy;Powiat bytowski;2201
Miastko;Powiat bytowski;2201
Gmina Trzebielino;Powiat bytowski;2201
Konarzyny;Powiat chojnicki;2202
Gmina Czersk;Powiat chojnicki;2202
Chojnice;Powiat chojnicki;2202
Brusy;Powiat chojnicki;2202
Gmina Koczala;Powiat czluchowski;2203
Czluchow;Powiat czluchowski;2203
Gmina Rzeczenica;Powiat czluchowski;2203
Gmina Debrzno;Powiat czluchowski;2203
Gmina Przechlewo;Powiat czluchowski;2203
Gmina Czarne;Powiat czluchowski;2203
Gmina Kolbudy;Gdansk County;2204
Pruszcz Gdanski;Gdansk County;2204
Gmina Cedry Wielkie;Gdansk County;2204
Gmina Suchy Dab;Gdansk County;2204
Pszczolki;Gdansk County;2204
Gmina Trabki Wielkie;Gdansk County;2204
Przywidz;Gdansk County;2204
zukowo;Powiat kartuski;2205
Kartuzy;Powiat kartuski;2205
Gmina Przodkowo;Powiat kartuski;2205
Gmina Somonino;Powiat kartuski;2205
Stezyca;Powiat kartuski;2205
Gmina Suleczyno;Powiat kartuski;2205
Sierakowice;Powiat kartuski;2205
Chmielno;Powiat kartuski;2205
Koscierzyna;Powiat koscierski;2206
Nowa Karczma;Powiat koscierski;2206
Gmina Lipusz;Powiat koscierski;2206
Gmina Liniewo;Powiat koscierski;2206
Gmina Dziemiany;Powiat koscierski;2206
Gmina Stara Kiszewa;Powiat koscierski;2206
Gmina Karsin;Powiat koscierski;2206
Gmina Ryjewo;Powiat kwidzynski;2207
Kwidzyn;Powiat kwidzynski;2207
Gmina Gardeja;Powiat kwidzynski;2207
Gmina Sadlinki;Powiat kwidzynski;2207
Gmina Prabuty;Powiat kwidzynski;2207
Lebork;Powiat leborski;2208
Gmina Cewice;Powiat leborski;2208
Gmina Nowa Wies Leborska;Powiat leborski;2208
Wicko;Powiat leborski;2208
leba;Powiat leborski;2208
Malbork;Powiat malborski;2209
Gmina Miloradz;Powiat malborski;2209
Stare Pole;Powiat malborski;2209
Lichnowy;Powiat malborski;2209
Gmina Nowy Staw;Powiat malborski;2209
Gmina Nowy Dwor Gdanski;Powiat nowodworski;2210
Stegna;Powiat nowodworski;2210
Gmina Sztutowo;Powiat nowodworski;2210
Gmina Ostaszewo;Powiat nowodworski;2210
Krynica Morska;Powiat nowodworski;2210
Kosakowo;Powiat pucki;2211
Gmina Krokowa;Powiat pucki;2211
Puck;Powiat pucki;2211
Wladyslawowo;Powiat pucki;2211
Jastarnia;Powiat pucki;2211
Hel;Powiat pucki;2211
Slupsk;Powiat slupski;2212
Ustka;Powiat slupski;2212
Smoldzino;Powiat slupski;2212
Glowczyce;Powiat slupski;2212
Potegowo;Powiat slupski;2212
Gmina Damnica;Powiat slupski;2212
Gmina Debnica Kaszubska;Powiat slupski;2212
Kobylnica;Powiat slupski;2212
Kepice;Powiat slupski;2212
Starogard Gdanski;Powiat starogardzki;2213
Gmina Zblewo;Powiat starogardzki;2213
Gmina Lubichowo;Powiat starogardzki;2213
Skarszewy;Powiat starogardzki;2213
Kaliska;Powiat starogardzki;2213
Gmina Bobowo;Powiat starogardzki;2213
Skorcz;Powiat starogardzki;2213
Osieczna;Powiat starogardzki;2213
Osiek;Powiat starogardzki;2213
Gmina Smetowo Graniczne;Powiat starogardzki;2213
Czarna Woda;Powiat starogardzki;2213
Tczew;Powiat tczewski;2214
Gmina Subkowy;Powiat tczewski;2214
Pelplin;Powiat tczewski;2214
Gniew;Powiat tczewski;2214
Gmina Morzeszczyn;Powiat tczewski;2214
Gmina Szemud;Powiat wejherowski;2215
Wejherowo;Powiat wejherowski;2215
Gmina Choczewo;Powiat wejherowski;2215
leczyce;Powiat wejherowski;2215
Gmina Luzino;Powiat wejherowski;2215
Linia;Powiat wejherowski;2215
Rumia;Powiat wejherowski;2215
Reda;Powiat wejherowski;2215
Gmina Gniewino;Powiat wejherowski;2215
Sztum;Powiat sztumski;2216
Gmina Stary Targ;Powiat sztumski;2216
Gmina Mikolajki Pomorskie;Powiat sztumski;2216
Gmina Dzierzgon;Powiat sztumski;2216
Gmina Stary Dzierzgon;Powiat sztumski;2216
Gdansk;Gdansk;2261
Gdynia;Gdynia;2262
Slupsk;Slupsk;2263
Sopot;Sopot;2264
Czeladz;Powiat bedzinski;2401
Slawkow;Powiat bedzinski;2401
Psary;Powiat bedzinski;2401
Gmina Mierzecice;Powiat bedzinski;2401
Gmina Siewierz;Powiat bedzinski;2401
Bedzin;Powiat bedzinski;2401
Wojkowice;Powiat bedzinski;2401
Bobrowniki;Powiat bedzinski;2401
Wilkowice;Bielsko-Biala County;2402
Wilamowice;Bielsko-Biala County;2402
Kozy;Bielsko-Biala County;2402
Porabka;Bielsko-Biala County;2402
Szczyrk;Bielsko-Biala County;2402
Buczkowice;Bielsko-Biala County;2402
Jaworze;Bielsko-Biala County;2402
Gmina Jasienica;Bielsko-Biala County;2402
Czechowice-Dziedzice;Bielsko-Biala County;2402
Bestwina;Bielsko-Biala County;2402
Strumien;Powiat cieszynski;2403
Wisla;Powiat cieszynski;2403
Gmina Goleszow;Powiat cieszynski;2403
Cieszyn;Powiat cieszynski;2403
Zebrzydowice;Powiat cieszynski;2403
Hazlach;Powiat cieszynski;2403
Debowiec;Powiat cieszynski;2403
Skoczow;Powiat cieszynski;2403
Brenna;Powiat cieszynski;2403
Ustron;Powiat cieszynski;2403
Istebna;Powiat cieszynski;2403
Gmina Chybie;Powiat cieszynski;2403
Gmina Poczesna;Powiat czestochowski;2404
Starcza;Powiat czestochowski;2404
Gmina Konopiska;Powiat czestochowski;2404
Gmina Koniecpol;Powiat czestochowski;2404
Gmina Mykanow;Powiat czestochowski;2404
Gmina Lelow;Powiat czestochowski;2404
Redziny;Powiat czestochowski;2404
Gmina Mstow;Powiat czestochowski;2404
Gmina Przyrow;Powiat czestochowski;2404
Janow;Powiat czestochowski;2404
Olsztyn;Powiat czestochowski;2404
Gmina Kamienica Polska;Powiat czestochowski;2404
Gmina Dabrowa Zielona;Powiat czestochowski;2404
Gmina Klomnice;Powiat czestochowski;2404
Kruszyna;Powiat czestochowski;2404
Blachownia;Powiat czestochowski;2404
Gmina Rudziniec;Powiat gliwicki;2405
Gmina Toszek;Powiat gliwicki;2405
Pyskowice;Powiat gliwicki;2405
Pilchowice;Powiat gliwicki;2405
Sosnicowice;Powiat gliwicki;2405
Gieraltowice;Powiat gliwicki;2405
Wielowies;Powiat gliwicki;2405
Knurow;Powiat gliwicki;2405
Gmina Klobuck;Powiat klobucki;2406
Popow;Powiat klobucki;2406
Gmina Miedzno;Powiat klobucki;2406
Gmina Wreczyca Wielka;Powiat klobucki;2406
Panki;Powiat klobucki;2406
Gmina Przystajn;Powiat klobucki;2406
Gmina Opatow;Powiat klobucki;2406
Gmina Krzepice;Powiat klobucki;2406
Gmina Lipie;Powiat klobucki;2406
Gmina Boronow;Powiat lubliniecki;2407
Koszecin;Powiat lubliniecki;2407
Wozniki;Powiat lubliniecki;2407
Gmina Herby;Powiat lubliniecki;2407
Gmina Pawonkow;Powiat lubliniecki;2407
Lubliniec;Powiat lubliniecki;2407
Gmina Kochanowice;Powiat lubliniecki;2407
Gmina Ciasna;Powiat lubliniecki;2407
laziska Gorne;Powiat mikolowski;2408
Wyry;Powiat mikolowski;2408
Ornontowice;Powiat mikolowski;2408
Orzesze;Powiat mikolowski;2408
Mikolow;Powiat mikolowski;2408
zarki;Powiat myszkowski;2409
Myszkow;Powiat myszkowski;2409
Poraj;Powiat myszkowski;2409
Gmina Niegowa;Powiat myszkowski;2409
Gmina Kozieglowy;Powiat myszkowski;2409
Miedzna;Powiat pszczynski;2410
Goczalkowice-Zdroj;Powiat pszczynski;2410
Pszczyna;Powiat pszczynski;2410
Suszec;Powiat pszczynski;2410
Kobior;Powiat pszczynski;2410
Pawlowice;Powiat pszczynski;2410
Kornowac;Powiat raciborski;2411
Gmina Pietrowice Wielkie;Powiat raciborski;2411
Rudnik;Powiat raciborski;2411
Krzanowice;Powiat raciborski;2411
Raciborz;Powiat raciborski;2411
Gmina Kuznia Raciborska;Powiat raciborski;2411
Nedza;Powiat raciborski;2411
Krzyzanowice;Powiat raciborski;2411
swierklany;Powiat rybnicki;2412
Gaszowice;Powiat rybnicki;2412
Jejkowice;Powiat rybnicki;2412
Czerwionka-Leszczyny;Powiat rybnicki;2412
Gmina Lyski;Powiat rybnicki;2412
Radzionkow;Powiat tarnogorski;2413
Tarnowskie Gory;Powiat tarnogorski;2413
Miasteczko slaskie;Powiat tarnogorski;2413
swierklaniec;Powiat tarnogorski;2413
Gmina Ozarowice;Powiat tarnogorski;2413
Kalety;Powiat tarnogorski;2413
Gmina Zbroslawice;Powiat tarnogorski;2413
Gmina Tworog;Powiat tarnogorski;2413
Krupski Mlyn;Powiat tarnogorski;2413
Ledziny;Powiat bierunsko-ledzinski;2414
Bierun;Powiat bierunsko-ledzinski;2414
Chelm slaski;Powiat bierunsko-ledzinski;2414
Imielin;Powiat bierunsko-ledzinski;2414
Bojszowy;Powiat bierunsko-ledzinski;2414
Gmina Gorzyce;Wodzislaw County;2415
Rydultowy;Wodzislaw County;2415
Godow;Wodzislaw County;2415
Pszow;Wodzislaw County;2415
Wodzislaw slaski;Wodzislaw County;2415
Radlin;Wodzislaw County;2415
Marklowice;Wodzislaw County;2415
Mszana;Wodzislaw County;2415
Gmina Lubomia;Wodzislaw County;2415
Zawiercie;Powiat zawiercianski;2416
Gmina Wlodowice;Powiat zawiercianski;2416
Gmina Kroczyce;Powiat zawiercianski;2416
Pilica;Powiat zawiercianski;2416
zarnowiec;Powiat zawiercianski;2416
Ogrodzieniec;Powiat zawiercianski;2416
Gmina Szczekociny;Powiat zawiercianski;2416
Gmina Irzadze;Powiat zawiercianski;2416
Gmina lazy;Powiat zawiercianski;2416
Poreba;Powiat zawiercianski;2416
Lipowa;Powiat zywiecki;2417
zywiec;Powiat zywiecki;2417
Rajcza;Powiat zywiecki;2417
Czernichow;Powiat zywiecki;2417
lekawica;Powiat zywiecki;2417
Gilowice;Powiat zywiecki;2417
slemien;Powiat zywiecki;2417
lodygowice;Powiat zywiecki;2417
swinna;Powiat zywiecki;2417
Koszarawa;Powiat zywiecki;2417
Gmina Jelesnia;Powiat zywiecki;2417
Wegierska Gorka;Powiat zywiecki;2417
Milowka;Powiat zywiecki;2417
Gmina Ujsoly;Powiat zywiecki;2417
Radziechowy-Wieprz;Powiat zywiecki;2417
Bielsko-Biala;Bielsko-Biala;2461
Bytom;Bytom;2462
Chorzow;Chorzow;2463
Czestochowa;Czestochowa;2464
Dabrowa Gornicza;Dabrowa Gornicza;2465
Gliwice;Gliwice;2466
Jastrzebie-Zdroj;Jastrzebie-Zdroj;2467
Jaworzno;Jaworzno;2468
Katowice;Katowice;2469
Myslowice;Myslowice;2470
Piekary slaskie;Piekary slaskie;2471
Ruda slaska;Ruda slaska;2472
Rybnik;Rybnik;2473
Siemianowice slaskie;Siemianowice slaskie;2474
Sosnowiec;Sosnowiec;2475
swietochlowice;swietochlowice;2476
Tychy;Tychy;2477
Zabrze;Zabrze;2478
zory;zory;2479
Gnojno;Powiat buski;2601
Busko-Zdroj;Powiat buski;2601
Gmina Stopnica;Powiat buski;2601
Tuczepy;Powiat buski;2601
Gmina Solec-Zdroj;Powiat buski;2601
Gmina Pacanow;Powiat buski;2601
Gmina Nowy Korczyn;Powiat buski;2601
Gmina Wislica;Powiat buski;2601
Gmina Sobkow;Powiat jedrzejowski;2602
Jedrzejow;Powiat jedrzejowski;2602
Gmina Imielno;Powiat jedrzejowski;2602
Wodzislaw;Powiat jedrzejowski;2602
Gmina Sedziszow;Powiat jedrzejowski;2602
Slupia (Jedrzejowska);Powiat jedrzejowski;2602
Gmina Naglowice;Powiat jedrzejowski;2602
Oksa;Powiat jedrzejowski;2602
Gmina Malogoszcz;Powiat jedrzejowski;2602
Czarnocin;Powiat kazimierski;2603
Gmina Skalbmierz;Powiat kazimierski;2603
Gmina Kazimierza Wielka;Powiat kazimierski;2603
Gmina Bejsce;Powiat kazimierski;2603
Morawica;Powiat kielecki;2604
Gmina Gorno;Powiat kielecki;2604
Gmina Maslow;Powiat kielecki;2604
Bieliny;Powiat kielecki;2604
Gmina Nowa Slupia;Powiat kielecki;2604
Bodzentyn;Powiat kielecki;2604
Pierzchnica;Powiat kielecki;2604
Gmina Chmielnik;Powiat kielecki;2604
Gmina Daleszyce;Powiat kielecki;2604
Gmina lagow;Powiat kielecki;2604
Gmina Rakow;Powiat kielecki;2604
Gmina Zagnansk;Powiat kielecki;2604
Gmina Sitkowka-Nowiny;Powiat kielecki;2604
Gmina Checiny;Powiat kielecki;2604
Gmina Piekoszow;Powiat kielecki;2604
Gmina Strawczyn;Powiat kielecki;2604
lopuszno;Powiat kielecki;2604
Gmina Mniow;Powiat kielecki;2604
Gmina Miedziana Gora;Powiat kielecki;2604
Konskie;Powiat konecki;2605
Staporkow;Powiat konecki;2605
Smykow;Powiat konecki;2605
Gmina Radoszyce;Powiat konecki;2605
Gmina Gowarczow;Powiat konecki;2605
Slupia (Konecka);Powiat konecki;2605
Ruda Maleniecka;Powiat konecki;2605
Gmina Falkow;Powiat konecki;2605
Ozarow;Powiat opatowski;2606
Gmina Opatow;Powiat opatowski;2606
Tarlow;Powiat opatowski;2606
Wojciechowice;Powiat opatowski;2606
Gmina Lipnik;Powiat opatowski;2606
Gmina Backowice;Powiat opatowski;2606
Gmina Iwaniska;Powiat opatowski;2606
Sadowie;Powiat opatowski;2606
Ostrowiec swietokrzyski;Powiat ostrowiecki;2607
Gmina Bodzechow;Powiat ostrowiecki;2607
Gmina Kunow;Powiat ostrowiecki;2607
Gmina Baltow;Powiat ostrowiecki;2607
Wasniow;Powiat ostrowiecki;2607
cmielow;Powiat ostrowiecki;2607
Gmina Dzialoszyce;Powiat pinczowski;2608
Pinczow;Powiat pinczowski;2608
Michalow;Powiat pinczowski;2608
Kije;Powiat pinczowski;2608
Zlota;Powiat pinczowski;2608
Gmina Koprzywnica;Powiat sandomierski;2609
Sandomierz;Powiat sandomierski;2609
Gmina Obrazow;Powiat sandomierski;2609
Gmina Dwikozy;Powiat sandomierski;2609
Gmina Samborzec;Powiat sandomierski;2609
Gmina Wilczyce;Powiat sandomierski;2609
Gmina Zawichost;Powiat sandomierski;2609
Klimontow;Powiat sandomierski;2609
Gmina loniow;Powiat sandomierski;2609
Skarzysko-Kamienna;Powiat skarzyski;2610
Gmina Skarzysko Koscielne;Powiat skarzyski;2610
Gmina Blizyn;Powiat skarzyski;2610
Gmina Suchedniow;Powiat skarzyski;2610
laczna;Powiat skarzyski;2610
Gmina Mirzec;Powiat starachowicki;2611
Pawlow;Powiat starachowicki;2611
Brody;Powiat starachowicki;2611
Starachowice;Powiat starachowicki;2611
Gmina Wachock;Powiat starachowicki;2611
Staszow;Staszow County;2612
Bogoria;Staszow County;2612
Rytwiany;Staszow County;2612
Osiek;Staszow County;2612
Olesnica;Staszow County;2612
Szydlow;Staszow County;2612
Polaniec;Staszow County;2612
lubnice;Staszow County;2612
Wloszczowa;Powiat wloszczowski;2613
Gmina Krasocin;Powiat wloszczowski;2613
Gmina Kluczewsko;Powiat wloszczowski;2613
Gmina Moskorzew;Powiat wloszczowski;2613
Gmina Radkow;Powiat wloszczowski;2613
Gmina Secemin;Powiat wloszczowski;2613
Kielce;Kielce;2661
Bartoszyce;Powiat bartoszycki;2801
Sepopol;Powiat bartoszycki;2801
Gorowo Ilaweckie;Powiat bartoszycki;2801
Gmina Bisztynek;Powiat bartoszycki;2801
Gmina Wilczeta;Powiat braniewski;2802
Braniewo;Powiat braniewski;2802
Gmina Pieniezno;Powiat braniewski;2802
Gmina Lelkowo;Powiat braniewski;2802
Gmina Ploskinia;Powiat braniewski;2802
Frombork;Powiat braniewski;2802
Dzialdowo;Powiat dzialdowski;2803
Gmina Plosnica;Powiat dzialdowski;2803
Rybno;Powiat dzialdowski;2803
Gmina Lidzbark;Powiat dzialdowski;2803
Gmina Ilowo-Osada;Powiat dzialdowski;2803
Gmina Paslek;Powiat elblaski;2804
Gmina Godkowo;Powiat elblaski;2804
Rychliki;Powiat elblaski;2804
Gmina Mlynary;Powiat elblaski;2804
Gmina Milejewo;Powiat elblaski;2804
Elblag;Powiat elblaski;2804
Gmina Markusy;Powiat elblaski;2804
Gmina Gronowo Elblaskie;Powiat elblaski;2804
Tolkmicko;Powiat elblaski;2804
Elk;Powiat elcki;2805
Gmina Prostki;Powiat elcki;2805
Kalinowo;Powiat elcki;2805
Gmina Stare Juchy;Powiat elcki;2805
Gizycko;Powiat gizycki;2806
Gmina Wydminy;Powiat gizycki;2806
Gmina Milki;Powiat gizycki;2806
Gmina Ryn;Powiat gizycki;2806
Kruklanki;Powiat gizycki;2806
Ilawa;Powiat ilawski;2807
Kisielice;Powiat ilawski;2807
Lubawa;Powiat ilawski;2807
Zalewo;Powiat ilawski;2807
Susz;Powiat ilawski;2807
Ketrzyn;Powiat ketrzynski;2808
Gmina Barciany;Powiat ketrzynski;2808
Gmina Srokowo;Powiat ketrzynski;2808
Gmina Korsze;Powiat ketrzynski;2808
Reszel;Powiat ketrzynski;2808
Lidzbark Warminski;Powiat lidzbarski;2809
Gmina Kiwity;Powiat lidzbarski;2809
Gmina Orneta;Powiat lidzbarski;2809
Gmina Lubomino;Powiat lidzbarski;2809
Mragowo;Powiat mragowski;2810
Piecki;Powiat mragowski;2810
Mikolajki;Powiat mragowski;2810
Gmina Sorkwity;Powiat mragowski;2810
Gmina Nidzica;Powiat nidzicki;2811
Gmina Janowiec Koscielny;Powiat nidzicki;2811
Janowo;Powiat nidzicki;2811
Kozlowo;Powiat nidzicki;2811
Nowe Miasto Lubawskie;Powiat nowomiejski;2812
Gmina Kurzetnik;Powiat nowomiejski;2812
Gmina Grodziczno;Powiat nowomiejski;2812
Biskupiec;Powiat nowomiejski;2812
Gmina Olecko;Powiat olecki;2813
Kowale Oleckie;Powiat olecki;2813
swietajno;Powiat olecki;2813
Wieliczki;Powiat olecki;2813
Gmina Dywity;Powiat olsztynski;2814
Gmina Barczewo;Powiat olsztynski;2814
Purda;Powiat olsztynski;2814
Stawiguda;Powiat olsztynski;2814
swiatki;Powiat olsztynski;2814
Olsztynek;Powiat olsztynski;2814
Gmina Gietrzwald;Powiat olsztynski;2814
Gmina Dobre Miasto;Powiat olsztynski;2814
Gmina Jonkowo;Powiat olsztynski;2814
Biskupiec;Powiat olsztynski;2814
Kolno;Powiat olsztynski;2814
Jeziorany;Powiat olsztynski;2814
Ostroda;Powiat ostrodzki;2815
Gmina lukta;Powiat ostrodzki;2815
Gmina Grunwald;Powiat ostrodzki;2815
Gmina Dabrowno;Powiat ostrodzki;2815
Gmina Milomlyn;Powiat ostrodzki;2815
Gmina Morag;Powiat ostrodzki;2815
Milakowo;Powiat ostrodzki;2815
Gmina Maldyty;Powiat ostrodzki;2815
Pisz;Powiat piski;2816
Gmina Ruciane-Nida;Powiat piski;2816
Gmina Biala Piska;Powiat piski;2816
Orzysz;Powiat piski;2816
Szczytno;Powiat szczycienski;2817
Rozogi;Powiat szczycienski;2817
Gmina Dzwierzuty;Powiat szczycienski;2817
Jedwabno;Powiat szczycienski;2817
Gmina Pasym;Powiat szczycienski;2817
swietajno;Powiat szczycienski;2817
Wielbark;Powiat szczycienski;2817
Gmina Goldap;Powiat goldapski;2818
Gmina Banie Mazurskie;Powiat goldapski;2818
Gmina Dubeninki;Powiat goldapski;2818
Gmina Wegorzewo;Powiat wegorzewski;2819
Gmina Budry;Powiat wegorzewski;2819
Gmina Pozezdrze;Powiat wegorzewski;2819
Elblag;Elblag;2861
Olsztyn;Olsztyn;2862
Chodziez;Powiat chodzieski;3001
Gmina Szamocin;Powiat chodzieski;3001
Margonin;Powiat chodzieski;3001
Gmina Budzyn;Powiat chodzieski;3001
Czarnkow;Powiat czarnkowsko-trzcianecki;3002
Polajewo;Powiat czarnkowsko-trzcianecki;3002
Lubasz;Powiat czarnkowsko-trzcianecki;3002
Gmina Wielen;Powiat czarnkowsko-trzcianecki;3002
Drawsko;Powiat czarnkowsko-trzcianecki;3002
Gmina Krzyz Wielkopolski;Powiat czarnkowsko-trzcianecki;3002
Gmina Trzcianka;Powiat czarnkowsko-trzcianecki;3002
Gniezno;Powiat gnieznienski;3003
Mieleszyn;Powiat gnieznienski;3003
Gmina Niechanowo;Powiat gnieznienski;3003
Gmina Witkowo;Powiat gnieznienski;3003
Gmina Trzemeszno;Powiat gnieznienski;3003
Gmina Czerniejewo;Powiat gnieznienski;3003
lubowo;Powiat gnieznienski;3003
Gmina Klecko;Powiat gnieznienski;3003
Kiszkowo;Powiat gnieznienski;3003
Gostyn;Powiat gostynski;3004
Piaski;Powiat gostynski;3004
Gmina Poniec;Powiat gostynski;3004
Borek Wielkopolski;Powiat gostynski;3004
Pepowo;Powiat gostynski;3004
Gmina Krobia;Powiat gostynski;3004
Gmina Pogorzela;Powiat gostynski;3004
Grodzisk Wielkopolski;Powiat grodziski;3005
Granowo;Powiat grodziski;3005
Gmina Rakoniewice;Powiat grodziski;3005
Gmina Wielichowo;Powiat grodziski;3005
Kamieniec;Powiat grodziski;3005
Jarocin;Powiat jarocinski;3006
Gmina zerkow;Powiat jarocinski;3006
Kotlin;Powiat jarocinski;3006
Jaraczewo;Powiat jarocinski;3006
Gmina Godziesze Wielkie;Powiat kaliski;3007
Gmina Blizanow;Powiat kaliski;3007
zelazkow;Powiat kaliski;3007
Mycielin;Powiat kaliski;3007
Gmina Stawiszyn;Powiat kaliski;3007
Gmina Cekow-Kolonia;Powiat kaliski;3007
Kozminek;Powiat kaliski;3007
Gmina Liskow;Powiat kaliski;3007
Gmina Opatowek;Powiat kaliski;3007
Gmina Szczytniki;Powiat kaliski;3007
Brzeziny;Powiat kaliski;3007
Gmina Kepno;Powiat kepinski;3008
Baranow;Powiat kepinski;3008
Trzcinica;Powiat kepinski;3008
Gmina Rychtal;Powiat kepinski;3008
Bralin;Powiat kepinski;3008
Gmina Perzow;Powiat kepinski;3008
Gmina leka Opatowska;Powiat kepinski;3008
Koscielec;Powiat kolski;3009
Kolo;Powiat kolski;3009
Osiek Maly;Powiat kolski;3009
Babiak;Powiat kolski;3009
Przedecz;Powiat kolski;3009
Grzegorzew;Powiat kolski;3009
Olszowka;Powiat kolski;3009
Gmina Klodawa;Powiat kolski;3009
Chodow;Powiat kolski;3009
Dabie;Powiat kolski;3009
Gmina Golina;Konin County;3010
Grodziec;Konin County;3010
Stare Miasto;Konin County;3010
Gmina slesin;Konin County;3010
Gmina Kramsk;Konin County;3010
Krzymow;Konin County;3010
Gmina Kazimierz Biskupi;Konin County;3010
Gmina Kleczew;Konin County;3010
Wilczyn;Konin County;3010
Gmina Skulsk;Konin County;3010
Wierzbinek;Konin County;3010
Gmina Rychwal;Konin County;3010
Rzgow;Konin County;3010
Sompolno;Konin County;3010
Koscian;Powiat koscianski;3011
Gmina Krzywin;Powiat koscianski;3011
Gmina Czempin;Powiat koscianski;3011
Gmina smigiel;Powiat koscianski;3011
Gmina Kozmin Wielkopolski;Powiat krotoszynski;3012
Gmina Krotoszyn;Powiat krotoszynski;3012
Gmina Zduny;Powiat krotoszynski;3012
Gmina Rozdrazew;Powiat krotoszynski;3012
Gmina Kobylin;Powiat krotoszynski;3012
Sulmierzyce;Powiat krotoszynski;3012
Gmina swieciechowa;Leszno_County;3013
Lipno;Leszno_County;3013
Gmina Osieczna;Leszno_County;3013
Gmina Wloszakowice;Leszno_County;3013
Krzemieniewo;Leszno_County;3013
Gmina Rydzyna;Leszno_County;3013
Gmina Wijewo;Leszno_County;3013
Gmina Miedzychod;Powiat miedzychodzki;3014
Gmina Sierakow;Powiat miedzychodzki;3014
Gmina Chrzypsko Wielkie;Powiat miedzychodzki;3014
Gmina Kwilcz;Powiat miedzychodzki;3014
Gmina Nowy Tomysl;Powiat nowotomyski;3015
Gmina Miedzichowo;Powiat nowotomyski;3015
Lwowek;Powiat nowotomyski;3015
Gmina Kuslin;Powiat nowotomyski;3015
Gmina Opalenica;Powiat nowotomyski;3015
Gmina Zbaszyn;Powiat nowotomyski;3015
Gmina Oborniki;Powiat obornicki;3016
Ryczywol;Powiat obornicki;3016
Gmina Rogozno;Powiat obornicki;3016
Gmina Nowe Skalmierzyce;Powiat ostrowski;3017
Ostrow Wielkopolski;Powiat ostrowski;3017
Sieroszewice;Powiat ostrowski;3017
Gmina Przygodzice;Powiat ostrowski;3017
Gmina Odolanow;Powiat ostrowski;3017
Gmina Sosnie;Powiat ostrowski;3017
Gmina Raszkow;Powiat ostrowski;3017
Gmina Ostrzeszow;Powiat ostrzeszowski;3018
Doruchow;Powiat ostrzeszowski;3018
Kobyla Gora;Powiat ostrzeszowski;3018
Mikstat;Powiat ostrzeszowski;3018
Grabow nad Prosna;Powiat ostrzeszowski;3018
Kraszewice;Powiat ostrzeszowski;3018
Czajkow;Powiat ostrzeszowski;3018
Kaczory;Powiat pilski;3019
Gmina Ujscie;Powiat pilski;3019
Pila;Powiat pilski;3019
Szydlowo;Powiat pilski;3019
Wyrzysk;Powiat pilski;3019
Gmina lobzenica;Powiat pilski;3019
Gmina Wysoka;Powiat pilski;3019
Gmina Bialosliwie;Powiat pilski;3019
Gmina Miasteczko Krajenskie;Powiat pilski;3019
Goluchow;Powiat pleszewski;3020
Pleszew;Powiat pleszewski;3020
Czermin;Powiat pleszewski;3020
Gizalki;Powiat pleszewski;3020
Chocz;Powiat pleszewski;3020
Gmina Dobrzyca;Powiat pleszewski;3020
Gmina Dopiewo;Powiat poznanski;3021
Gmina Mosina;Powiat poznanski;3021
Gmina Suchy Las;Powiat poznanski;3021
Gmina Czerwonak;Powiat poznanski;3021
Gmina Swarzedz;Powiat poznanski;3021
Gmina Pobiedziska;Powiat poznanski;3021
Gmina Kornik;Powiat poznanski;3021
Kostrzyn;Powiat poznanski;3021
Lubon;Powiat poznanski;3021
Puszczykowo;Powiat poznanski;3021
