Player;Link;;
Rosołek Maciej;https://fantasy.ekstraklasa.org/player/1322;33;1322
Rostkowski Michał;https://fantasy.ekstraklasa.org/player/1196;33;1196
Rundić Milan;https://fantasy.ekstraklasa.org/player/1506;33;1506
Runje Ivan;https://fantasy.ekstraklasa.org/player/65;33;65
Rybicki Mariusz;https://fantasy.ekstraklasa.org/player/121;33;121
Ryczkowski Adam;https://fantasy.ekstraklasa.org/player/989;33;989
Rymaniak Bartosz;https://fantasy.ekstraklasa.org/player/107;33;107
Rzeźniczak Jakub;https://fantasy.ekstraklasa.org/player/202;33;202
Rzuchowski Michał;https://fantasy.ekstraklasa.org/player/1425;33;1425
Râpă Cornel;https://fantasy.ekstraklasa.org/player/508;33;508
Rémy William;https://fantasy.ekstraklasa.org/player/787;33;787
Sadiković Damir;https://fantasy.ekstraklasa.org/player/1555;33;1555
Sadlok Maciej;https://fantasy.ekstraklasa.org/player/362;33;362
Sadłocha Kacper;https://fantasy.ekstraklasa.org/player/1449;33;1449
Saief Kenny;https://fantasy.ekstraklasa.org/player/1367;33;1367
Samiec-Talar Piotr;https://fantasy.ekstraklasa.org/player/1092;33;1092
Sanogo Vamara;https://fantasy.ekstraklasa.org/player/972;33;972
Santos Matheus;https://fantasy.ekstraklasa.org/player/1084;33;1084
Sapała Igor;https://fantasy.ekstraklasa.org/player/245;33;245
Savić Stefan;https://fantasy.ekstraklasa.org/player/1495;33;1495
Scalet Mathieu;https://fantasy.ekstraklasa.org/player/773;33;773
Schwarz Petr;https://fantasy.ekstraklasa.org/player/1268;33;1268
Seweryn Łukasz;https://fantasy.ekstraklasa.org/player/1441;33;1441
Sezonienko Kacper;https://fantasy.ekstraklasa.org/player/1477;33;1477
Sheridan Cillian;https://fantasy.ekstraklasa.org/player/576;33;576
Sielewski Bartłomiej;https://fantasy.ekstraklasa.org/player/445;33;445
Sieracki Konrad;https://fantasy.ekstraklasa.org/player/1426;33;1426
Sierpina Łukasz;https://fantasy.ekstraklasa.org/player/1427;33;1427
Silva Jean Carlos;https://fantasy.ekstraklasa.org/player/1299;33;1299
Siplak Michal;https://fantasy.ekstraklasa.org/player/720;33;720
Sirk Rok;https://fantasy.ekstraklasa.org/player/1284;33;1284
Sitek Maksymilian;https://fantasy.ekstraklasa.org/player/1525;33;1525
Skibicki Kacper;https://fantasy.ekstraklasa.org/player/1219;33;1219
Skrzyniak Adrian;https://fantasy.ekstraklasa.org/player/1442;33;1442
Skóraś Michał;https://fantasy.ekstraklasa.org/player/1213;33;1213
Slisz Bartosz;https://fantasy.ekstraklasa.org/player/574;33;574
Smoliński Kacper;https://fantasy.ekstraklasa.org/player/1251;33;1251
Smykowski Dominik;https://fantasy.ekstraklasa.org/player/1463;33;1463
Sobczak Szymon;https://fantasy.ekstraklasa.org/player/1474;33;1474
Sobczyk Alex;https://fantasy.ekstraklasa.org/player/1472;33;1472
Sobota Waldemar;https://fantasy.ekstraklasa.org/player/1492;33;1492
Sokołowski Patryk;https://fantasy.ekstraklasa.org/player/1012;33;1012
Sopoćko Mateusz;https://fantasy.ekstraklasa.org/player/1049;33;1049
Spychała Mateusz;https://fantasy.ekstraklasa.org/player/1199;33;1199
Stanek Karol;https://fantasy.ekstraklasa.org/player/1081;33;1081
Starzycki Błażej;https://fantasy.ekstraklasa.org/player/1488;33;1488
Starzyński Filip;https://fantasy.ekstraklasa.org/player/399;33;399
Stasik Szymon;https://fantasy.ekstraklasa.org/player/1447;33;1447
Stawiarz Aleksander;https://fantasy.ekstraklasa.org/player/1359;33;1359
Stec David;https://fantasy.ekstraklasa.org/player/1016;33;1016
Steczyk Dominik;https://fantasy.ekstraklasa.org/player/1292;33;1292
Stipica Dante;https://fantasy.ekstraklasa.org/player/1247;33;1247
Stolarski Paweł;https://fantasy.ekstraklasa.org/player/168;33;168
Struski Karol;https://fantasy.ekstraklasa.org/player/1290;33;1290
Strózik Sebastian;https://fantasy.ekstraklasa.org/player/776;33;776
Strączek Rafał;https://fantasy.ekstraklasa.org/player/1435;33;1435
Studnicki Michał;https://fantasy.ekstraklasa.org/player/1428;33;1428
Supryn Mateusz;https://fantasy.ekstraklasa.org/player/1323;33;1323
Sus Martin;https://fantasy.ekstraklasa.org/player/1542;33;1542
Sypek Jakub;https://fantasy.ekstraklasa.org/player/1398;33;1398
Szczepaniak Mateusz;https://fantasy.ekstraklasa.org/player/28;33;28
Szczepański Miłosz;https://fantasy.ekstraklasa.org/player/816;33;816
Szczerbal Dariusz;https://fantasy.ekstraklasa.org/player/1023;33;1023
Szcześniak Kryspin;https://fantasy.ekstraklasa.org/player/1401;33;1401
Szczutowski Adrian;https://fantasy.ekstraklasa.org/player/1508;33;1508
Szelągowski Daniel;https://fantasy.ekstraklasa.org/player/1203;33;1203
Szmatuła Jakub;https://fantasy.ekstraklasa.org/player/224;33;224
Szmyt Kajetan;https://fantasy.ekstraklasa.org/player/1464;33;1464
Szot Dawid;https://fantasy.ekstraklasa.org/player/1152;33;1152
Szpakowski Marcin;https://fantasy.ekstraklasa.org/player/1383;33;1383
Szromnik Michał;https://fantasy.ekstraklasa.org/player/1493;33;1493
Szumilas Wojciech;https://fantasy.ekstraklasa.org/player/1502;33;1502
Szumski Jakub;https://fantasy.ekstraklasa.org/player/1254;33;1254
Szwoch Mateusz;https://fantasy.ekstraklasa.org/player/431;33;431
Szymański Karol;https://fantasy.ekstraklasa.org/player/1001;33;1001
Szymczak Filip;https://fantasy.ekstraklasa.org/player/1214;33;1214
Szymonowicz Dawid;https://fantasy.ekstraklasa.org/player/88;33;88
Szysz Patryk;https://fantasy.ekstraklasa.org/player/1128;33;1128
Sýkora Jan;https://fantasy.ekstraklasa.org/player/1532;33;1532
Tamas Mark;https://fantasy.ekstraklasa.org/player/1368;33;1368
Tiba Pedro;https://fantasy.ekstraklasa.org/player/1000;33;1000
Tijanić David;https://fantasy.ekstraklasa.org/player/1340;33;1340
Tiru Bogdan;https://fantasy.ekstraklasa.org/player/1355;33;1355
Tobers Kristers;https://fantasy.ekstraklasa.org/player/1335;33;1335
Tokarski Adrian;https://fantasy.ekstraklasa.org/player/1503;33;1503
Tomasiewicz Grzegorz;https://fantasy.ekstraklasa.org/player/432;33;432
Tomasik Piotr;https://fantasy.ekstraklasa.org/player/69;33;69
Tomczyk Paweł;https://fantasy.ekstraklasa.org/player/521;33;521
Toporkiewicz Krzysztof;https://fantasy.ekstraklasa.org/player/1326;33;1326
Trałka Łukasz;https://fantasy.ekstraklasa.org/player/154;33;154
Trelowski Kacper;https://fantasy.ekstraklasa.org/player/1490;33;1490
Triantafyllópoulos Kóstas;https://fantasy.ekstraklasa.org/player/1249;33;1249
Tudor Fran;https://fantasy.ekstraklasa.org/player/1341;33;1341
Turgeman Alon;https://fantasy.ekstraklasa.org/player/1353;33;1353
Turski Hubert;https://fantasy.ekstraklasa.org/player/1388;33;1388
Tuszyński Patryk;https://fantasy.ekstraklasa.org/player/755;33;755
Twardek Kris;https://fantasy.ekstraklasa.org/player/1557;33;1557
Ubbink Desley;https://fantasy.ekstraklasa.org/player/1429;33;1429
Udovičić Žarko;https://fantasy.ekstraklasa.org/player/958;33;958
Urbańczyk Maciej;https://fantasy.ekstraklasa.org/player/299;33;299
Urbański Kacper;https://fantasy.ekstraklasa.org/player/1327;33;1327
Uryga Alan;https://fantasy.ekstraklasa.org/player/374;33;374
Valencia Joel;https://fantasy.ekstraklasa.org/player/742;33;742
van Amersfoort Pelle;https://fantasy.ekstraklasa.org/player/1187;33;1187
van der Hart Mickey;https://fantasy.ekstraklasa.org/player/1207;33;1207
Vassilantonópoulos Stávros;https://fantasy.ekstraklasa.org/player/1380;33;1380
Vestenický Tomáš;https://fantasy.ekstraklasa.org/player/31;33;31
Vešović Marko;https://fantasy.ekstraklasa.org/player/788;33;788
Vida Kristopher;https://fantasy.ekstraklasa.org/player/1374;33;1374
Vikri Egy Maulana;https://fantasy.ekstraklasa.org/player/1047;33;1047
Warchoł Damian;https://fantasy.ekstraklasa.org/player/1403;33;1403
Wdowiak Mateusz;https://fantasy.ekstraklasa.org/player/633;33;633
Wdowik Bartłomiej;https://fantasy.ekstraklasa.org/player/1363;33;1363
Wieteska Mateusz;https://fantasy.ekstraklasa.org/player/491;33;491
Wilk Adam;https://fantasy.ekstraklasa.org/player/5;33;5
Wilusz Maciej;https://fantasy.ekstraklasa.org/player/142;33;142
Witek Jakub;https://fantasy.ekstraklasa.org/player/1399;33;1399
Wiśniewski Michał;https://fantasy.ekstraklasa.org/player/986;33;986
Wiśniewski Przemysław;https://fantasy.ekstraklasa.org/player/992;33;992
Wojciechowski Mateusz;https://fantasy.ekstraklasa.org/player/1465;33;1465
Wojtkowski Kamil;https://fantasy.ekstraklasa.org/player/706;33;706
Wojtuszek Norbert;https://fantasy.ekstraklasa.org/player/1540;33;1540
Wolski Rafał;https://fantasy.ekstraklasa.org/player/184;33;184
Wolsztyński Łukasz;https://fantasy.ekstraklasa.org/player/658;33;658
Wróbel Jakub;https://fantasy.ekstraklasa.org/player/486;33;486
Wrąbel Jakub;https://fantasy.ekstraklasa.org/player/691;33;691
Wszołek Paweł;https://fantasy.ekstraklasa.org/player/1319;33;1319
Wyjadłowski Mateusz;https://fantasy.ekstraklasa.org/player/1510;33;1510
Wójcicki Jakub;https://fantasy.ekstraklasa.org/player/14;33;14
Wędrychowski Marcel;https://fantasy.ekstraklasa.org/player/1252;33;1252
Węglarz Damian;https://fantasy.ekstraklasa.org/player/57;33;57
Włodarczyk Szymon;https://fantasy.ekstraklasa.org/player/1406;33;1406
Yeboah Yaw;https://fantasy.ekstraklasa.org/player/1513;33;1513
Zahovič Luka;https://fantasy.ekstraklasa.org/player/1553;33;1553
Zaucha Patryk;https://fantasy.ekstraklasa.org/player/1188;33;1188
Zawada Oskar;https://fantasy.ekstraklasa.org/player/795;33;795
Zbozień Damian;https://fantasy.ekstraklasa.org/player/391;33;391
Zech Benedikt;https://fantasy.ekstraklasa.org/player/1250;33;1250
Zivulic Diego;https://fantasy.ekstraklasa.org/player/1317;33;1317
Zjawiński Łukasz;https://fantasy.ekstraklasa.org/player/1507;33;1507
Zwoliński Łukasz;https://fantasy.ekstraklasa.org/player/279;33;279
Zylla Marcel;https://fantasy.ekstraklasa.org/player/1544;33;1544
Zé Gomes José;https://fantasy.ekstraklasa.org/player/1364;33;1364
Álvarez Marcos;https://fantasy.ekstraklasa.org/player/1470;33;1470
Černych Fedor;https://fantasy.ekstraklasa.org/player/71;33;71
Čečarić Bojan;https://fantasy.ekstraklasa.org/player/1104;33;1104
Łabojko Jakub;https://fantasy.ekstraklasa.org/player/1020;33;1020
Łasicki Igor;https://fantasy.ekstraklasa.org/player/723;33;723
Ławniczak Aleks;https://fantasy.ekstraklasa.org/player/1455;33;1455
Łyszczarz Adrian;https://fantasy.ekstraklasa.org/player/583;33;583
Ściślak Daniel;https://fantasy.ekstraklasa.org/player/1305;33;1305
Świerczok Jakub;https://fantasy.ekstraklasa.org/player/700;33;700
Šatka Ľubomír;https://fantasy.ekstraklasa.org/player/1209;33;1209
Šimić Lorenco;https://fantasy.ekstraklasa.org/player/1523;33;1523
Šteinbors Pavels;https://fantasy.ekstraklasa.org/player/412;33;412
Štiglec Dino;https://fantasy.ekstraklasa.org/player/1273;33;1273
Żamaletdinow Timur;https://fantasy.ekstraklasa.org/player/1140;33;1140
Żubrowski Jakub;https://fantasy.ekstraklasa.org/player/531;33;531
Żuk Paweł;https://fantasy.ekstraklasa.org/player/1216;33;1216
Żukow Gieorgij;https://fantasy.ekstraklasa.org/player/1325;33;1325
Żukowski Mateusz;https://fantasy.ekstraklasa.org/player/777;33;777
Żurawski Maciej;https://fantasy.ekstraklasa.org/player/1121;33;1121
Żurek Marcel;https://fantasy.ekstraklasa.org/player/1533;33;1533
Żynel Bartłomiej;https://fantasy.ekstraklasa.org/player/1029;33;1029
Żyro Mateusz;https://fantasy.ekstraklasa.org/player/813;33;813
Żyro Michał;https://fantasy.ekstraklasa.org/player/1085;33;1085
Živec Saša;https://fantasy.ekstraklasa.org/player/248;33;248
