player,link
Guca Konrad,https://fantasy.ekstraklasa.org/player/1816
Guillaumier Matthew,https://fantasy.ekstraklasa.org/player/2243
Gurgul Michał,https://fantasy.ekstraklasa.org/player/2123
Gustavo Luiz,https://fantasy.ekstraklasa.org/player/1879
Górski Mateusz,https://fantasy.ekstraklasa.org/player/2272
Gülen Levent,https://fantasy.ekstraklasa.org/player/1963
Głogowski Bartosz,https://fantasy.ekstraklasa.org/player/2304
Głowacki Piotr,https://fantasy.ekstraklasa.org/player/2212
Hajda Wojciech,https://fantasy.ekstraklasa.org/player/807
Hanousek Marek,https://fantasy.ekstraklasa.org/player/1944
Hansen Kristoffer,https://fantasy.ekstraklasa.org/player/1943
Hanuszczak Jędrzej,https://fantasy.ekstraklasa.org/player/2135
Hateley Thomas,https://fantasy.ekstraklasa.org/player/802
Hebo Rasmussen Mathias,https://fantasy.ekstraklasa.org/player/1695
Henrique Pedro,https://fantasy.ekstraklasa.org/player/2194
Hinokio Koki,https://fantasy.ekstraklasa.org/player/1751
Hofmeister Yoav,https://fantasy.ekstraklasa.org/player/2268
Holewiński Axel,https://fantasy.ekstraklasa.org/player/2236
Holúbek Jakub,https://fantasy.ekstraklasa.org/player/1243
Hoskonen Arttu,https://fantasy.ekstraklasa.org/player/2087
Hoti Engjëll,https://fantasy.ekstraklasa.org/player/2201
Hotic Dino,https://fantasy.ekstraklasa.org/player/2238
Hrosu Arsen,https://fantasy.ekstraklasa.org/player/1775
Hroššo Lukáš,https://fantasy.ekstraklasa.org/player/1138
Huk Tomáš,https://fantasy.ekstraklasa.org/player/1241
Hyla Oliwier,https://fantasy.ekstraklasa.org/player/1827
Hładun Dominik,https://fantasy.ekstraklasa.org/player/382
Ibe-Torti Kelechukwu,https://fantasy.ekstraklasa.org/player/2186
Imaz Jesús,https://fantasy.ekstraklasa.org/player/765
Ishak Mikael,https://fantasy.ekstraklasa.org/player/1475
İnce Burak,https://fantasy.ekstraklasa.org/player/2244
Jablonský David,https://fantasy.ekstraklasa.org/player/1183
Jach Jarosław,https://fantasy.ekstraklasa.org/player/388
Jakuba Roman,https://fantasy.ekstraklasa.org/player/2160
Jakubik Damian,https://fantasy.ekstraklasa.org/player/37
Jakubowski Filip,https://fantasy.ekstraklasa.org/player/2129
Janasik Patryk,https://fantasy.ekstraklasa.org/player/1491
Janczukowicz Piotr,https://fantasy.ekstraklasa.org/player/2175
Janicki Rafał,https://fantasy.ekstraklasa.org/player/166
Janža Erik,https://fantasy.ekstraklasa.org/player/1192
Jaroszyński Paweł,https://fantasy.ekstraklasa.org/player/8
Jastrzembski Dennis,https://fantasy.ekstraklasa.org/player/1850
Jaunzems Alvis,https://fantasy.ekstraklasa.org/player/2279
Jałocha Konrad,https://fantasy.ekstraklasa.org/player/409
Jelonek Bartłomiej,https://fantasy.ekstraklasa.org/player/2070
Jensen Richard,https://fantasy.ekstraklasa.org/player/2025
Jerke Michał,https://fantasy.ekstraklasa.org/player/1924
Jodłowski Kacper,https://fantasy.ekstraklasa.org/player/2014
Jopek Szymon,https://fantasy.ekstraklasa.org/player/2162
Jugas Jakub,https://fantasy.ekstraklasa.org/player/1696
Jurić Stipe,https://fantasy.ekstraklasa.org/player/2187
Jędrasik Jakub,https://fantasy.ekstraklasa.org/player/2093
Jędrzejczyk Artur,https://fantasy.ekstraklasa.org/player/535
Kakabadze Otar,https://fantasy.ekstraklasa.org/player/1697
Kalenik Oskar,https://fantasy.ekstraklasa.org/player/1487
Kamiński Krzysztof,https://fantasy.ekstraklasa.org/player/1358
Kamiński Wiktor,https://fantasy.ekstraklasa.org/player/1763
Kaprálik Adrián,https://fantasy.ekstraklasa.org/player/2275
Kapuadi Steve,https://fantasy.ekstraklasa.org/player/1931
Kapustka Bartosz,https://fantasy.ekstraklasa.org/player/1521
Kaput Michał,https://fantasy.ekstraklasa.org/player/1681
Karbowy Filip,https://fantasy.ekstraklasa.org/player/2235
