id,name,position,club,value,points
3,Grzegorz Sandomierski ,1,4,1.8,49
5,Adam Wilk ,1,2,0.8,0
14,Jakub Wojcicki ,2,18,1.7,20
20,Damian Dabrowski ,3,11,2.1,77
22,Radoslaw Kanach ,3,2,0.9,3
23,Karol Niemczycki ,1,2,1.6,42
39,Messias Leandro ,2,3,1.7,50
45,Szymon Drewniak ,3,3,1.6,41
53,Bartosz Spiaczka ,4,3,1.8,91
57,Damian Weglarz ,1,17,1.6,0
63,Pawel Olszewski ,2,5,1.5,13
64,Kamil Pajnowski ,2,3,1.2,12
69,Piotr Tomasik ,2,17,1.8,78
71,Fedor Cernych ,3,5,1.9,77
81,Przemyslaw Mystkowski ,3,5,1.6,36
86,Taras Romanczuk ,3,5,1.8,68
88,Dawid Szymonowicz ,2,15,1.7,68
96,Maciej Gostomski ,1,3,1.7,66
107,Bartosz Rymaniak ,2,3,1.7,45
111,Marcin Cebula ,3,13,1.8,34
128,Lukasz Sekulski ,4,17,2.3,113
130,Jasmin Buric ,1,18,1.8,0
133,Matus Putnocky ,1,14,1.7,13
140,Tomasz Kedziora ,2,6,2.5,14
145,Maciej Gajos ,3,7,1.9,98
154,Lukasz Tralka ,3,15,1.8,69
159,Lukasz Budzilek ,1,1,1.5,8
163,Adam Chrzanowski ,2,17,1.7,14
166,Rafal Janicki ,2,4,1.8,71
167,Mario Maloca ,2,7,1.8,88
168,Pawel Stolarski ,2,11,1.7,46
171,Michal Chrapek ,3,10,1.9,100
172,Flavio Paixao ,4,7,2.3,122
179,Michal Mak ,3,3,1.7,38
184,Rafal Wolski ,3,17,1.9,92
201,Michal Pazdan ,2,5,1.7,52
202,Jakub Rzezniczak ,2,17,1.6,52
210,Michal Kopczynski ,3,15,1.6,50
211,Michal Kucharczyk ,3,11,2.3,86
224,Jakub Szmatula ,1,10,1.6,0
231,Tomasz Mokwa ,2,10,1.5,4
239,Marcin Flis ,2,9,1.6,57
244,Radoslaw Murawski ,3,6,1.8,47
245,Igor Sapala ,3,13,1.8,6
256,Jakub Czerwinski ,2,10,2.3,97
260,Hubert Matynia ,2,11,1.8,2
269,Kamil Drygas ,3,11,2.0,66
271,Dawid Kort ,3,9,1.6,22
272,Mateusz Matras ,2,9,1.8,74
279,Lukasz Zwolinski ,4,7,2.2,101
282,Gonçalo Silva ,2,12,1.7,24
286,Martin Konczkowski ,2,10,2.1,98
289,Przemyslaw Bargiel ,3,14,0.8,0
299,Maciej Urbanczyk ,3,9,1.5,60
322,Robert Pich ,3,14,1.9,88
334,Artem Putiwcew ,2,1,1.6,20
339,Vlastimir Jovanovic ,3,1,1.3,1
340,Mateusz Kupczak ,3,15,1.8,63
344,Samuel Stefanik ,3,1,1.8,67
346,Vladislavs Gutkovskis ,4,13,2.0,94
351,Michal Buchalik ,1,7,1.6,0
351,Michal Buchalik ,1,16,1.6,0
361,Rafal Pietrzak ,2,7,1.8,58
362,Maciej Sadlok ,2,16,1.8,41
371,Krzysztof Maczynski ,3,14,1.8,63
374,Alan Uryga ,2,16,1.8,3
378,Zdeněk Ondrasek ,4,16,1.9,26
382,Dominik Hladun ,1,18,1.7,57
386,Daniel Dziwniel ,2,3,1.6,22
391,Damian Zbozien ,2,17,1.6,38
395,Jaroslaw Kubicki ,3,7,1.8,83
399,Filip Starzynski ,3,18,2.0,70
404,Pawel Zyra ,3,1,1.4,7
412,Pavels Steinbors ,1,5,1.7,25
429,Michal Nalepa ,3,5,1.8,24
431,Mateusz Szwoch ,3,17,2.0,108
432,Grzegorz Tomasiewicz ,3,9,2.1,112
450,Dominik Furman ,3,17,1.8,45
461,Piotr Wlazlo ,3,1,1.8,95
480,Bartosz Nowak ,3,4,2.2,133
491,Mateusz Wieteska ,2,8,1.9,72
503,Roman Gergel ,3,1,1.8,37
508,Cornel Rapa ,2,2,1.9,102
514,Lukasz Bejger ,2,14,1.6,35
531,Jakub Zubrowski ,3,18,1.7,30
535,Artur Jedrzejczyk ,2,8,1.8,23
553,Jakub Bartkowski ,2,11,2.1,98
558,Dusan Kuciak ,1,7,1.9,85
563,Marcin Wasielewski ,2,1,1.6,18
574,Bartosz Slisz ,3,8,1.7,63
580,Sebastian Kowalczyk ,3,11,2.3,114
583,Adrian Lyszczarz ,3,14,1.5,45
625,Filip Piszczek ,4,2,1.6,23
625,Filip Piszczek ,4,5,1.6,8
633,Mateusz Wdowiak ,3,13,2.1,110
640,Bartosz Kopacz ,2,7,1.8,39
640,Bartosz Kopacz ,2,18,1.8,21
645,Rafal Kurzawa ,3,11,1.8,55
653,Dariusz Pawlowski ,2,4,1.4,46
664,Maciej Ambrosiewicz ,3,1,1.6,15
670,Meik Karwot ,2,12,1.6,43
672,Tomasz Loska ,1,1,1.6,46
681,Michal Nalepa ,2,7,1.8,85
692,Zoran Arsenic ,2,13,1.9,66
698,Alan Czerwinski ,2,6,1.9,22
701,Patryk Kun ,3,13,1.8,87
705,Damian Rasak ,3,17,1.8,80
712,Jakub Bursztyn ,1,11,1.5,-2
713,Martin Pospisil ,3,5,1.8,75
714,Damian Kadzior ,3,10,2.5,117
720,Michal Siplak ,2,2,1.6,64
722,Karol Angielski ,4,12,2.2,116
723,Igor Lasicki ,2,11,1.6,12
724,Zlatan Alomerovic ,1,5,1.8,22
724,Zlatan Alomerovic ,1,7,1.8,28
733,Daniel Lukasik ,3,12,2.0,17
743,Sebastian Bonecki ,3,1,1.5,27
745,Sasa Balic ,2,18,1.7,35
755,Patryk Tuszynski ,4,17,1.7,32
757,Sylwester Lusiusz ,3,2,1.4,49
763,Marko Kolar ,4,17,1.8,63
774,Sebastian Bergier ,4,14,1.0,2
784,Gerson Gerson ,2,3,1.8,17
790,Frantisek Plach ,1,10,2.1,106
795,Oskar Zawada ,4,9,1.7,19
802,Thomas Hateley ,3,10,1.8,55
806,Daniel Pik ,3,2,0.8,0
810,Bartosz Bida ,4,5,1.8,43
813,Mateusz Zyro ,2,9,1.6,60
816,Milosz Szczepanski ,3,7,1.7,1
816,Milosz Szczepanski ,3,15,1.7,25
820,Aron Stasiak ,4,11,0.5,1
827,Mateusz Grzybek ,2,1,1.7,66
829,Damian Oko ,2,18,1.6,0
830,Serafin Szota ,2,16,1.4,29
831,Dawid Pakulski ,3,18,1.5,16
846,Tymoteusz Klups ,3,6,1.5,0
851,Mateusz Cholewiak ,3,4,1.7,40
860,Wiktor Dlugosz ,3,13,1.1,35
942,Fabian Piasecki ,4,9,2.0,69
942,Fabian Piasecki ,4,14,2.0,24
950,Mateusz Cichocki ,2,12,1.8,84
959,Konrad Wrzesinski ,3,9,1.7,32
985,Robert Ozog ,3,2,0.5,0
986,Michal Wisniewski ,3,2,0.9,2
988,Krzysztof Kubica ,3,4,1.7,92
991,Tomasz Neugebauer ,3,7,0.5,1
992,Przemyslaw Wisniewski ,2,4,1.8,65
998,Pawel Sokol ,1,4,1.4,0
1000,Pedro Tiba ,3,6,1.9,61
1001,Karol Szymanski ,1,10,1.3,0
1004,Jakub Arak ,4,13,1.6,23
1008,Mateusz Holownia ,2,8,1.8,36
1011,Piotr Parzyszek ,4,11,1.8,54
1012,Patryk Sokolowski ,3,8,1.9,25
1012,Patryk Sokolowski ,3,10,1.9,64
1015,Mariusz Malec ,2,11,1.6,37
1016,David Stec ,2,7,1.8,26
1018,Damian Gaska ,3,3,1.8,87
1019,Wojciech Golla ,2,14,1.7,62
1021,Mateusz Radecki ,3,12,1.6,40
1024,Marcin Grabowski ,2,1,1.5,20
1039,Wiktor Biedrzycki ,2,1,1.5,48
1049,Mateusz Sopocko ,3,15,0.9,3
1055,Tomasz Makowski ,3,7,1.7,43
1060,João Amaral ,3,6,3.3,174
1078,Janusz Gol ,3,3,1.8,72
1083,Vinicius Ferreira ,4,2,1.2,0
1085,Michal Zyro ,4,5,1.8,38
1088,Lukasz Poreba ,3,18,1.7,56
1091,Marko Poletanovic ,3,13,1.7,54
1091,Marko Poletanovic ,3,16,1.7,22
1094,Filip Marchwinski ,3,6,1.9,25
1103,Sergiu Hanca ,3,2,2.0,91
1106,Walerian Gwilia ,3,13,1.8,36
1108,Maciej Twarowski ,4,5,0.5,1
1112,Wiktor Plesnierowicz ,2,15,0.7,0
1113,Luis Rocha ,2,2,1.7,21
1115,Jan Szpaderski ,1,12,1.0,0
1121,Maciej Zurawski ,3,11,1.7,40
1128,Patryk Szysz ,3,18,2.4,144
1138,Lukas Hrosso ,1,2,1.7,49
1152,Dawid Szot ,2,16,1.4,16
1169,Mateusz Skrzypczak ,3,6,0.8,2
1172,Kacper Radkowski ,2,14,0.5,0
1176,Jakub Wawszczyk ,2,9,1.5,2
1183,David Jablonsky ,2,2,1.8,21
1184,Mateusz Pienczak ,2,2,0.5,0
1186,Michal Rakoczy ,3,2,1.6,62
1187,Pelle van Amersfoort ,3,2,2.2,115
1188,Patryk Zaucha ,2,2,0.7,9
1189,Rafael Lopes ,4,8,1.9,58
1192,Erik Janza ,2,4,1.7,75
1193,Piotr Krawczyk ,4,4,1.8,76
1203,Daniel Szelagowski ,3,13,1.7,24
1203,Daniel Szelagowski ,3,15,1.7,7
1206,Milosz Mleczko ,1,6,1.0,0
1207,Mickey van der Hart ,1,6,2.2,56
1209,Lubomir Satka ,2,6,2.0,78
1210,Jakub Kaminski ,3,6,3.1,153
1213,Michal Skoras ,3,6,1.8,62
1218,Kacper Kostorz ,4,8,1.8,3
1218,Kacper Kostorz ,4,11,1.8,4
1219,Kacper Skibicki ,3,8,1.8,39
1225,Jan Grzesik ,2,15,2.0,96
1230,Bartlomiej Kalinkowski ,3,3,1.5,16
1233,Dani Ramirez ,3,6,2.3,58
1241,Tomas Huk ,2,10,1.9,77
1243,Jakub Holubek ,2,10,1.9,75
1247,Dante Stipica ,1,11,2.2,107
1252,Marcel Wedrychowski ,3,3,1.4,34
1256,Arkadiusz Kasperkiewicz ,2,9,1.6,19
1257,Oskar Krzyzak ,2,13,0.5,2
1258,Andrzej Niewulis ,2,13,2.0,78
1259,Tomas Petrasek ,2,13,2.3,76
1263,Maciej Domanski ,3,9,1.8,32
1268,Petr Schwarz ,3,14,1.8,60
1269,Sebastian Musiolik ,4,13,1.9,59
1270,Franciszek Wroblewski ,4,12,1.0,0
1273,Dino Stiglec ,2,14,1.8,63
