id,name,position,value,club,club_abr,club_prev,country,popularity,status,round,opponent,time,goals,assists,assists_lotto,own_goal,penalty,penalty_won,penalty_given,penalty_lost,penalty_defended,in_stat,yellow_card,red_card,points
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(4590) 13%,active,20,WPL,100,0,1,0,0,0,0,0,0,0,                                                    1                                                ,0,0,7
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(4590) 13%,active,21,RCZ,95,0,0,0,0,0,0,0,0,0,                                                    0                                                ,0,0,2
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(4590) 13%,active,22,WAR,98,1,0,0,0,0,0,0,0,0,                                                    0                                                ,0,0,6
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(4590) 13%,active,23,LGD,97,0,0,0,0,0,0,0,0,0,                                                    0                                                ,0,0,6
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(4590) 13%,active,24,POG,90,0,0,0,0,0,0,0,0,0,,0,0,-1
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(4590) 13%,active,25,SLA,90,0,0,0,0,0,0,0,0,0,,0,0,5
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(4590) 13%,active,26,STM,90,0,0,0,0,0,0,0,0,0,,0,0,2
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(4590) 13%,active,27,BBT,69,0,0,0,0,0,0,0,0,0,,0,0,2
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(4590) 13%,active,28,JAG,90,1,0,0,0,0,0,0,0,0,,0,0,7
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(4590) 13%,active,29,GKL,90,0,0,0,0,0,0,0,0,0,                                                    0                                                ,0,0,2
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(4590) 13%,active,30,CRA,90,0,0,0,0,0,0,0,0,0,                                                    0                                                ,0,0,2
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(4590) 13%,active,31,GOR,90,0,0,0,0,0,0,0,0,0,                                                    0                                                ,0,0,5
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(4590) 13%,active,32,ZAG,90,0,0,0,0,0,0,0,0,0,                                                    0                                                ,0,0,-3
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(4590) 13%,active,33,WIS,90,1,2,0,0,0,0,0,0,0,                                                    0                                                ,0,0,16
1524,Dawid Abramowicz ,Obronca,"2,00",Radomiak Radom,RAD,Wisla Krakow,Polska,(4590) 13%,active,34,PIA,0,0,0,0,0,0,0,0,0,0,,0,0,0
1795,Slawomir Abramowicz ,Bramkarz,"0,50",Jagiellonia Bialystok,JAG,Polonia Warszawa,Polska,(4178) 12%,active,20,BBT,0,0,0,0,0,0,0,0,0,0,,0,0,0
1795,Slawomir Abramowicz ,Bramkarz,"0,50",Jagiellonia Bialystok,JAG,Polonia Warszawa,Polska,(4178) 12%,active,21,GOR,0,0,0,0,0,0,0,0,0,0,,0,0,0
1795,Slawomir Abramowicz ,Bramkarz,"0,50",Jagiellonia Bialystok,JAG,Polonia Warszawa,Polska,(4178) 12%,active,22,CRA,0,0,0,0,0,0,0,0,0,0,                                                    0                                                ,0,0,0
1795,Slawomir Abramowicz ,Bramkarz,"0,50",Jagiellonia Bialystok,JAG,Polonia Warszawa,Polska,(4178) 12%,active,23,WAR,0,0,0,0,0,0,0,0,0,0,,0,0,0
1795,Slawomir Abramowicz ,Bramkarz,"0,50",Jagiellonia Bialystok,JAG,Polonia Warszawa,Polska,(4178) 12%,active,24,STM,0,0,0,0,0,0,0,0,0,0,,0,0,0
1795,Slawomir Abramowicz ,Bramkarz,"0,50",Jagiellonia Bialystok,JAG,Polonia Warszawa,Polska,(4178) 12%,active,25,WPL,0,0,0,0,0,0,0,0,0,0,,0,0,0
1795,Slawomir Abramowicz ,Bramkarz,"0,50",Jagiellonia Bialystok,JAG,Polonia Warszawa,Polska,(4178) 12%,active,26,LPO,0,0,0,0,0,0,0,0,0,0,,0,0,0
1795,Slawomir Abramowicz ,Bramkarz,"0,50",Jagiellonia Bialystok,JAG,Polonia Warszawa,Polska,(4178) 12%,active,27,ZAG,0,0,0,0,0,0,0,0,0,0,,0,0,0
1795,Slawomir Abramowicz ,Bramkarz,"0,50",Jagiellonia Bialystok,JAG,Polonia Warszawa,Polska,(4178) 12%,active,28,RAD,0,0,0,0,0,0,0,0,0,0,,0,0,0
1795,Slawomir Abramowicz ,Bramkarz,"0,50",Jagiellonia Bialystok,JAG,Polonia Warszawa,Polska,(4178) 12%,active,29,POG,0,0,0,0,0,0,0,0,0,0,,0,0,0
1795,Slawomir Abramowicz ,Bramkarz,"0,50",Jagiellonia Bialystok,JAG,Polonia Warszawa,Polska,(4178) 12%,active,30,PIA,0,0,0,0,0,0,0,0,0,0,,0,0,0
1795,Slawomir Abramowicz ,Bramkarz,"0,50",Jagiellonia Bialystok,JAG,Polonia Warszawa,Polska,(4178) 12%,active,31,SLA,0,0,0,0,0,0,0,0,0,0,,0,0,0
1795,Slawomir Abramowicz ,Bramkarz,"0,50",Jagiellonia Bialystok,JAG,Polonia Warszawa,Polska,(4178) 12%,active,32,WIS,0,0,0,0,0,0,0,0,0,0,,0,0,0
1795,Slawomir Abramowicz ,Bramkarz,"0,50",Jagiellonia Bialystok,JAG,Polonia Warszawa,Polska,(4178) 12%,active,33,LEG,0,0,0,0,0,0,0,0,0,0,,0,0,0
1795,Slawomir Abramowicz ,Bramkarz,"0,50",Jagiellonia Bialystok,JAG,Polonia Warszawa,Polska,(4178) 12%,active,34,GKL,0,0,0,0,0,0,0,0,0,0,,0,0,0
1716,Joel Abu Hanna ,Obronca,"1,70",Legia Warszawa,LEG,Zoria Lugansk,Izrael,(13) 0%,active,20,ZAG,0,0,0,0,0,0,0,0,0,0,,0,0,0
1716,Joel Abu Hanna ,Obronca,"1,70",Legia Warszawa,LEG,Zoria Lugansk,Izrael,(13) 0%,active,21,WAR,0,0,0,0,0,0,0,0,0,0,                                                    0                                                ,0,0,0
1716,Joel Abu Hanna ,Obronca,"1,70",Legia Warszawa,LEG,Zoria Lugansk,Izrael,(13) 0%,active,22,BBT,0,0,0,0,0,0,0,0,0,0,,0,0,0
1716,Joel Abu Hanna ,Obronca,"1,70",Legia Warszawa,LEG,Zoria Lugansk,Izrael,(13) 0%,active,23,WIS,0,0,0,0,0,0,0,0,0,0,,0,0,0
1716,Joel Abu Hanna ,Obronca,"1,70",Legia Warszawa,LEG,Zoria Lugansk,Izrael,(13) 0%,active,24,SLA,0,0,0,0,0,0,0,0,0,0,,0,0,0
1716,Joel Abu Hanna ,Obronca,"1,70",Legia Warszawa,LEG,Zoria Lugansk,Izrael,(13) 0%,active,25,GKL,0,0,0,0,0,0,0,0,0,0,,0,0,0
1716,Joel Abu Hanna ,Obronca,"1,70",Legia Warszawa,LEG,Zoria Lugansk,Izrael,(13) 0%,active,25,BBT,0,0,0,0,0,0,0,0,0,0,                                                    0                                                ,0,0,0
1716,Joel Abu Hanna ,Obronca,"1,70",Legia Warszawa,LEG,Zoria Lugansk,Izrael,(13) 0%,active,26,RCZ,0,0,0,0,0,0,0,0,0,0,,0,0,0
1716,Joel Abu Hanna ,Obronca,"1,70",Legia Warszawa,LEG,Zoria Lugansk,Izrael,(13) 0%,active,27,LGD,0,0,0,0,0,0,0,0,0,0,,0,0,0
1716,Joel Abu Hanna ,Obronca,"1,70",Legia Warszawa,LEG,Zoria Lugansk,Izrael,(13) 0%,active,28,LPO,0,0,0,0,0,0,0,0,0,0,,0,0,0
1716,Joel Abu Hanna ,Obronca,"1,70",Legia Warszawa,LEG,Zoria Lugansk,Izrael,(13) 0%,active,29,PIA,60,0,0,0,0,0,0,0,0,0,                                                    0                                                ,0,0,2
1716,Joel Abu Hanna ,Obronca,"1,70",Legia Warszawa,LEG,Zoria Lugansk,Izrael,(13) 0%,active,30,POG,69,0,0,0,0,0,0,0,0,0,                                                    0                                                ,0,0,0
1716,Joel Abu Hanna ,Obronca,"1,70",Legia Warszawa,LEG,Zoria Lugansk,Izrael,(13) 0%,active,31,STM,87,0,0,0,0,0,0,0,0,0,                                                    0                                                ,0,0,1
1716,Joel Abu Hanna ,Obronca,"1,70",Legia Warszawa,LEG,Zoria Lugansk,Izrael,(13) 0%,active,32,GOR,0,0,0,0,0,0,0,0,0,0,                                                    0                                                ,0,0,0
1716,Joel Abu Hanna ,Obronca,"1,70",Legia Warszawa,LEG,Zoria Lugansk,Izrael,(13) 0%,active,33,JAG,0,0,0,0,0,0,0,0,0,0,,0,0,0
1716,Joel Abu Hanna ,Obronca,"1,70",Legia Warszawa,LEG,Zoria Lugansk,Izrael,(13) 0%,active,34,CRA,0,0,0,0,0,0,0,0,0,0,,0,0,0
1909,Rafal Adamski ,Napastnik,"0,70",Zaglebie Lubin,ZAG,Miedz Legnica,Polska,(53) 0%,active,32,RAD,1,0,0,0,0,0,0,0,0,0,                                                    0                                                ,0,0,2
1909,Rafal Adamski ,Napastnik,"0,70",Zaglebie Lubin,ZAG,Miedz Legnica,Polska,(53) 0%,active,33,RCZ,0,0,0,0,0,0,0,0,0,0,,0,0,0
1909,Rafal Adamski ,Napastnik,"0,70",Zaglebie Lubin,ZAG,Miedz Legnica,Polska,(53) 0%,active,34,LPO,0,0,0,0,0,0,0,0,0,0,,0,0,0
1863,Kais Al-Ani ,Bramkarz,"1,20",PGE FKS Stal Mielec,STM,LKS Sledziejowice,Polska,(54) 0%,active,20,GOR,0,0,0,0,0,0,0,0,0,0,,0,0,0
1863,Kais Al-Ani ,Bramkarz,"1,20",PGE FKS Stal Mielec,STM,LKS Sledziejowice,Polska,(54) 0%,active,21,WIS,0,0,0,0,0,0,0,0,0,0,,0,0,0
1863,Kais Al-Ani ,Bramkarz,"1,20",PGE FKS Stal Mielec,STM,LKS Sledziejowice,Polska,(54) 0%,active,22,POG,0,0,0,0,0,0,0,0,0,0,,0,0,0
