id,name,position,club,value,points
3,Grzegorz Sandomierski ,1,4,1.8,29
5,Adam Wilk ,1,2,0.8,0
10,Kamil Pestka ,2,2,1.8,37
14,Jakub Wojcicki ,2,18,1.7,10
20,Damian Dabrowski ,3,11,2.0,38
22,Radoslaw Kanach ,3,2,0.9,1
23,Karol Niemczycki ,1,2,1.6,25
37,Damian Jakubik ,2,12,1.8,39
39,Messias Leandro ,2,3,1.7,31
45,Szymon Drewniak ,3,3,1.6,19
57,Damian Weglarz ,1,17,1.6,0
63,Pawel Olszewski ,2,5,1.5,1
69,Piotr Tomasik ,2,17,1.8,36
71,Fedor Cernych ,3,5,2.0,42
79,Pawel Koncewicz-Zylka ,2,16,0.5,0
81,Przemyslaw Mystkowski ,3,5,1.6,14
86,Taras Romanczuk ,3,5,1.8,29
88,Dawid Szymonowicz ,2,15,1.6,18
96,Maciej Gostomski ,1,3,1.7,35
107,Bartosz Rymaniak ,2,3,1.7,23
111,Marcin Cebula ,3,13,1.8,9
128,Lukasz Sekulski ,4,17,2.0,51
130,Jasmin Buric ,1,18,1.8,0
133,Matus Putnocky ,1,14,1.7,7
145,Maciej Gajos ,3,7,1.9,42
154,Lukasz Tralka ,3,15,1.8,30
156,Dawid Kownacki ,4,6,2.6,1
159,Lukasz Budzilek ,1,1,1.5,8
163,Adam Chrzanowski ,2,17,1.7,2
166,Rafal Janicki ,2,4,1.8,36
167,Mario Maloca ,2,7,1.8,41
168,Pawel Stolarski ,2,11,1.7,30
171,Michal Chrapek ,3,10,1.9,45
172,Flavio Paixao ,4,7,2.5,78
179,Michal Mak ,3,3,1.7,16
201,Michal Pazdan ,2,5,1.7,23
202,Jakub Rzezniczak ,2,17,1.6,26
210,Michal Kopczynski ,3,15,1.6,24
211,Michal Kucharczyk ,3,11,2.4,44
224,Jakub Szmatula ,1,10,1.6,0
231,Tomasz Mokwa ,2,10,1.5,4
239,Marcin Flis ,2,9,1.6,28
244,Radoslaw Murawski ,3,6,1.8,23
245,Igor Sapala ,3,13,1.8,5
248,Sasa Zivec ,3,18,1.9,24
256,Jakub Czerwinski ,2,10,2.0,18
260,Hubert Matynia ,2,11,1.8,1
269,Kamil Drygas ,3,11,2.0,9
271,Dawid Kort ,3,9,1.6,18
272,Mateusz Matras ,2,9,1.8,38
279,Lukasz Zwolinski ,4,7,2.0,48
282,Gonçalo Silva ,2,12,1.7,0
286,Martin Konczkowski ,2,10,1.8,28
289,Przemyslaw Bargiel ,3,14,0.8,0
293,Patryk Lipski ,3,10,1.7,17
299,Maciej Urbanczyk ,3,9,1.5,25
322,Robert Pich ,3,14,2.1,47
334,Artem Putiwcew ,2,1,1.6,11
339,Vlastimir Jovanovic ,3,1,1.3,1
340,Mateusz Kupczak ,3,15,1.8,22
344,Samuel Stefanik ,3,1,1.8,39
346,Vladislavs Gutkovskis ,4,13,2.1,50
351,Michal Buchalik ,1,7,1.6,0
351,Michal Buchalik ,1,16,1.6,0
361,Rafal Pietrzak ,2,7,1.8,24
362,Maciej Sadlok ,2,16,1.8,20
378,Zdeněk Ondrasek ,4,16,1.9,1
382,Dominik Hladun ,1,18,1.7,45
386,Daniel Dziwniel ,2,3,1.6,6
391,Damian Zbozien ,2,17,1.6,18
395,Jaroslaw Kubicki ,3,7,1.8,43
412,Pavels Steinbors ,1,5,1.7,20
429,Michal Nalepa ,2,5,1.8,18
429,Michal Nalepa ,3,5,1.8,18
431,Mateusz Szwoch ,3,17,2.0,47
432,Grzegorz Tomasiewicz ,3,9,2.1,59
450,Dominik Furman ,3,17,1.9,17
