id,name,position,club,value,points
3,Grzegorz Sandomierski ,1,4,1.8,0
5,Adam Wilk ,1,2,0.8,0
10,Kamil Pestka ,2,2,1.8,7
14,Jakub Wojcicki ,2,18,1.7,0
20,Damian Dabrowski ,3,11,2.0,11
22,Radoslaw Kanach ,3,2,0.9,0
23,Karol Niemczycki ,1,2,1.6,13
37,Damian Jakubik ,2,12,1.8,10
39,Messias Leandro ,2,3,1.7,14
45,Szymon Drewniak ,3,3,1.6,10
53,Bartosz Spiaczka ,4,3,2.0,10
57,Damian Weglarz ,1,17,1.6,0
63,Pawel Olszewski ,2,5,1.5,5
64,Kamil Pajnowski ,2,3,1.2,0
69,Piotr Tomasik ,2,17,1.8,1
71,Fedor Cernych ,3,5,2.0,9
79,Pawel Koncewicz-Zylka ,2,16,0.5,0
81,Przemyslaw Mystkowski ,3,5,1.6,14
86,Taras Romanczuk ,3,5,1.8,1
88,Dawid Szymonowicz ,2,15,1.7,22
96,Maciej Gostomski ,1,3,1.7,13
107,Bartosz Rymaniak ,2,3,1.7,14
128,Lukasz Sekulski ,4,17,2.0,15
130,Jasmin Buric ,1,18,1.8,0
133,Matus Putnocky ,1,14,1.7,0
145,Maciej Gajos ,3,7,1.9,11
154,Lukasz Tralka ,3,15,1.8,12
156,Dawid Kownacki ,4,6,2.6,17
159,Lukasz Budzilek ,1,1,1.5,0
163,Adam Chrzanowski ,2,17,1.7,3
166,Rafal Janicki ,2,4,1.8,11
167,Mario Maloca ,2,7,1.8,18
168,Pawel Stolarski ,2,11,1.7,4
171,Michal Chrapek ,3,10,1.9,17
172,Flavio Paixao ,4,7,2.4,9
179,Michal Mak ,3,3,1.7,2
184,Rafal Wolski ,3,17,1.8,4
201,Michal Pazdan ,2,5,1.7,11
202,Jakub Rzezniczak ,2,17,1.6,2
210,Michal Kopczynski ,3,15,1.6,9
211,Michal Kucharczyk ,3,11,2.4,13
224,Jakub Szmatula ,1,10,1.6,0
231,Tomasz Mokwa ,2,10,1.5,0
239,Marcin Flis ,2,9,1.6,10
244,Radoslaw Murawski ,3,6,1.8,7
245,Igor Sapala ,3,13,1.8,0
248,Sasa Zivec ,3,18,1.9,4
256,Jakub Czerwinski ,2,10,2.0,15
260,Hubert Matynia ,2,11,1.8,0
269,Kamil Drygas ,3,11,2.0,1
271,Dawid Kort ,3,9,1.6,4
272,Mateusz Matras ,2,9,1.8,6
279,Lukasz Zwolinski ,4,7,2.0,7
282,Gonçalo Silva ,2,12,1.7,2
286,Martin Konczkowski ,2,10,1.9,21
289,Przemyslaw Bargiel ,3,14,0.8,0
299,Maciej Urbanczyk ,3,9,1.5,6
322,Robert Pich ,3,14,2.1,10
339,Vlastimir Jovanovic ,3,1,1.3,0
340,Mateusz Kupczak ,3,15,1.8,11
344,Samuel Stefanik ,3,1,1.8,10
346,Vladislavs Gutkovskis ,4,13,2.1,17
351,Michal Buchalik ,1,7,1.6,0
361,Rafal Pietrzak ,2,7,1.8,5
362,Maciej Sadlok ,2,16,1.8,-1
371,Krzysztof Maczynski ,3,14,2.0,5
378,Zdeněk Ondrasek ,4,16,1.9,6
382,Dominik Hladun ,1,18,1.7,2
386,Daniel Dziwniel ,2,3,1.6,6
391,Damian Zbozien ,2,17,1.6,0
395,Jaroslaw Kubicki ,3,7,1.8,11
404,Pawel Zyra ,3,1,1.4,0
412,Pavels Steinbors ,1,5,1.7,0
429,Michal Nalepa ,2,5,1.8,5
429,Michal Nalepa ,3,5,1.8,5
431,Mateusz Szwoch ,3,17,2.0,7
432,Grzegorz Tomasiewicz ,3,9,2.1,16
450,Dominik Furman ,3,17,1.9,3
461,Piotr Wlazlo ,3,1,1.8,22
480,Bartosz Nowak ,3,4,2.1,15
491,Mateusz Wieteska ,2,8,1.9,15
503,Roman Gergel ,3,1,1.8,2
508,Cornel Rapa ,2,2,1.9,18
514,Lukasz Bejger ,2,14,1.6,2
531,Jakub Zubrowski ,3,18,1.7,1
553,Jakub Bartkowski ,2,11,2.0,15
558,Dusan Kuciak ,1,7,1.9,19
563,Marcin Wasielewski ,2,1,1.6,0
574,Bartosz Slisz ,3,8,1.8,6
580,Sebastian Kowalczyk ,3,11,2.3,15
583,Adrian Lyszczarz ,3,14,1.5,9
625,Filip Piszczek ,4,5,1.6,2
633,Mateusz Wdowiak ,3,13,2.0,24
640,Bartosz Kopacz ,2,18,1.8,6
645,Rafal Kurzawa ,3,11,1.8,6
653,Dariusz Pawlowski ,2,4,1.4,7
664,Maciej Ambrosiewicz ,3,1,1.6,2
670,Meik Karwot ,2,12,1.6,5
672,Tomasz Loska ,1,1,1.6,3
681,Michal Nalepa ,2,7,1.8,20
681,Michal Nalepa ,3,7,1.8,20
692,Zoran Arsenic ,2,13,1.8,19
698,Alan Czerwinski ,2,6,1.9,1
701,Patryk Kun ,3,13,1.8,16
705,Damian Rasak ,3,17,1.8,11
712,Jakub Bursztyn ,1,11,1.5,0
713,Martin Pospisil ,3,5,1.8,8
714,Damian Kadzior ,3,10,2.5,18
720,Michal Siplak ,2,2,1.6,13
722,Karol Angielski ,4,12,2.3,15
723,Igor Lasicki ,2,11,1.6,5
724,Zlatan Alomerovic ,1,5,1.8,9
733,Daniel Lukasik ,3,12,2.0,2
743,Sebastian Bonecki ,3,1,1.5,4
755,Patryk Tuszynski ,4,17,1.8,5
757,Sylwester Lusiusz ,3,2,1.4,9
763,Marko Kolar ,4,17,1.8,4
774,Sebastian Bergier ,4,14,1.0,0
784,Gerson Gerson ,2,3,1.8,12
786,Filip Mladenovic ,2,8,2.4,9
790,Frantisek Plach ,1,10,2.0,16
802,Thomas Hateley ,3,10,1.8,11
806,Daniel Pik ,3,2,0.8,0
813,Mateusz Zyro ,2,9,1.7,10
816,Milosz Szczepanski ,3,15,1.7,10
820,Aron Stasiak ,4,11,0.5,0
827,Mateusz Grzybek ,2,1,1.6,8
829,Damian Oko ,2,18,1.6,0
830,Serafin Szota ,2,16,1.4,0
831,Dawid Pakulski ,3,18,1.5,0
844,Adrian Gryszkiewicz ,2,4,1.7,5
846,Tymoteusz Klups ,3,6,1.5,0
851,Mateusz Cholewiak ,3,4,1.7,5
860,Wiktor Dlugosz ,3,13,1.1,5
942,Fabian Piasecki ,4,14,2.1,10
950,Mateusz Cichocki ,2,12,1.9,8
959,Konrad Wrzesinski ,3,9,1.7,5
985,Robert Ozog ,3,2,0.5,0
986,Michal Wisniewski ,3,2,0.9,0
988,Krzysztof Kubica ,3,4,1.7,12
991,Tomasz Neugebauer ,3,7,0.5,0
992,Przemyslaw Wisniewski ,2,4,1.8,12
998,Pawel Sokol ,1,4,1.4,0
1000,Pedro Tiba ,3,6,2.0,5
1001,Karol Szymanski ,1,10,1.3,0
1004,Jakub Arak ,4,13,1.6,1
1011,Piotr Parzyszek ,4,11,1.9,2
1012,Patryk Sokolowski ,3,8,2.0,11
1018,Damian Gaska ,3,3,1.7,16
1019,Wojciech Golla ,2,14,1.8,9
1021,Mateusz Radecki ,3,12,1.6,5
1024,Marcin Grabowski ,2,1,1.5,9
1039,Wiktor Biedrzycki ,2,1,1.5,19
1049,Mateusz Sopocko ,3,15,0.9,0
1055,Tomasz Makowski ,3,7,1.7,0
1060,João Amaral ,3,6,3.3,20
1061,Felicio Brown Forbes ,4,16,1.8,0
1071,Mateusz Mlynski ,3,16,1.6,6
1078,Janusz Gol ,3,3,1.8,16
1083,Vinicius Ferreira ,4,2,1.2,0
1088,Lukasz Poreba ,3,18,1.7,3
1091,Marko Poletanovic ,3,16,1.7,2
1094,Filip Marchwinski ,3,6,1.9,3
1103,Sergiu Hanca ,3,2,2.0,6
1106,Walerian Gwilia ,3,13,1.8,2
1108,Maciej Twarowski ,4,5,0.5,0
1112,Wiktor Plesnierowicz ,2,15,0.7,0
1113,Luis Rocha ,2,2,1.7,1
1115,Jan Szpaderski ,1,12,1.0,0
1121,Maciej Zurawski ,3,11,1.7,7
1128,Patryk Szysz ,3,18,2.2,23
1138,Lukas Hrosso ,1,2,1.6,0
1152,Dawid Szot ,2,16,1.4,3
1169,Mateusz Skrzypczak ,3,6,0.8,2
1172,Kacper Radkowski ,2,14,0.5,0
1176,Jakub Wawszczyk ,2,9,1.5,0
1183,David Jablonsky ,2,2,1.8,0
1184,Mateusz Pienczak ,2,2,0.5,0
1186,Michal Rakoczy ,3,2,1.6,22
1187,Pelle van Amersfoort ,3,2,2.5,14
